code,mkt,name,sectors,biz,latest_report,latest_notice,q1_revenue_yi,q1_np_yi,q1_rev_yoy_pct,q1_np_yoy_pct,ann_report,ann_revenue_yi,ann_np_yi,ann_rev_yoy_pct,ann_np_yoy_pct,roe_pct,gross_margin_pct,debt_asset_pct,ocf_np_ratio,ocf_rev_ratio,roic_pct,eps
600089,SH,特变电工,变压器;柔直,大型/特高压变压器、换流变、输变电与新能源硅料,2026一季报,2026-04-30 00:00:00,249.61284684650002,18.1452951469,6.750421354504,13.395220256747,2025年报,973.1807703024001,59.5429495825,-0.600816118375,43.687328928891,8.7546,18.8023708851,55.6002375474,1.554850321659,0.095967943993,5.107692325007,1.161
002028,SZ,思源电气,变压器;GIS;高压开关;配电,GIS/高压开关/互感器/电容器/变压器/配电设备平台,2026一季报,2026-04-25 00:00:00,45.6866386762,5.4995287075,41.595592307518,23.16986834821,2025年报,215.39031405330002,31.5014266504,39.338439172515,53.735272885299,22.63,30.7747999649,47.0482666977,0.685429729739,0.103731615001,22.043699449097,4.04
688676,SH,金盘科技,变压器;配电,干式变压器、箱变、储能、数据中心与新能源配电,2026一季报,2026-04-24 00:00:00,15.227836943900002,1.1242559940999999,13.413878164326,4.833525871856,2025年报,72.9498663641,6.595387724,5.711280274295,14.817921516143,14.05,25.8529973007,57.8641191283,0.918759289959,0.082381593115,9.3790383928,1.44
601179,SH,中国西电,变压器;GIS;高压开关;柔直,特高压一次设备国家队，变压器/GIS/断路器/换流阀,2026一季报,2026-04-28 00:00:00,55.239059435200005,3.4660077007,4.99334126784,17.53644677215,2025年报,238.1299898175,12.696795961400001,6.878046268084,20.445536546794,5.64,22.7485658663,46.968574771,1.813314218229,0.115345248262,5.349025706214,0.25
600550,SH,保变电气,变压器;柔直,大型电力变压器、换流变、特高压变压器,2026一季报,2026-04-11 00:00:00,16.3518038271,0.59563649,10.564166490458,110.392812212108,2025年报,57.0819180438,1.9701657598,20.418176583589,104.536784411825,27.44,15.3442760798,88.4567841595,0.976567422118,0.03779347926,8.980029922611,0.107
002270,SZ,华明装备,分接开关,变压器有载/无励磁分接开关龙头,2026一季报,2026-04-27 00:00:00,5.3027178647,1.6302654806999999,4.070896752411,-4.852560095809,2025年报,24.2679460012,7.097373602699999,4.503984166499,15.536192044577,22.04,54.489396329,39.0917281465,0.839367501858,0.248900934125,17.730396980249,0.79
600312,SH,平高电气,GIS;高压开关,高压/超高压/特高压GIS、断路器、隔离开关,2026一季报,2026-04-22 00:00:00,24.4994783013,4.148464791,-2.405206833424,15.750732467609,2025年报,125.16931784559999,11.198330309600001,0.929882884996,9.4472840188,10.28,23.9159696944,46.8123904408,0.659404367071,0.064765083158,10.145014546797,0.8253
000400,SZ,许继电气,柔直;GIS;高压开关;配电,换流阀/直流控保/保护自动化/智能变配电,2026一季报,2026-04-11 00:00:00,23.7775158279,1.1104623014,1.260555195613,-46.504418957072,2025年报,149.9190606624,11.6721000973,-12.272285773602,4.502079915038,9.94,23.3572080334,49.0306647393,2.035585442041,0.178121618637,9.40659787593,1.1531
600406,SH,国电南瑞,柔直;配电,电网自动化、继保、调度、柔直/直流控保、配网自动化,2026一季报,2026-04-30 00:00:00,95.64242921530001,7.2129197343,7.522465627317,6.042416850954,2025年报,662.2896322321,82.7897172332,14.525179185846,8.787323481758,16.26,25.83709383,42.7305696423,1.441476413803,0.192796346245,15.510115748384,1.04
601126,SH,四方股份,柔直;配电,继保自动化、配网自动化、柔性输电控制保护,2026一季报,2026-04-30 00:00:00,21.5806601406,2.7066553647000005,18.052040382479,12.07907470487,2025年报,81.9331011395,8.2897042218,17.873503192498,15.844708746511,17.75,30.2236396077,61.4629871516,1.477369785886,0.149470292968,16.346322715665,1.0
000682,SZ,东方电子,配电,配电自动化、调度自动化、智能电网软件与设备,2026一季报,2026-04-29 00:00:00,15.1893434619,2.3582566352,8.051134991794,95.055281106625,2025年报,83.774828874,9.119924299,11.036447792893,33.350030626001,16.5,32.2444506617,54.2740853545,0.87150658966,0.096478508235,13.437834630536,0.6802
002350,SZ,北京科锐,配电;高压开关,配电自动化、箱变、开关设备,2026一季报,2026-04-29 00:00:00,5.181634964200001,-0.2388976806,19.263477044848,-326.206318332187,2025年报,21.5158107508,0.5452201004,5.342424485511,39.055308904058,3.25,20.9997048577,40.9212746818,5.917657393418,0.168555503955,3.323885770911,0.1062
300001,SZ,特锐德,配电;变压器,箱变/户外箱式电力设备、充电网,2026一季报,2026-04-28 00:00:00,22.1593324371,0.7193277189,5.40906375072,11.046238059737,2025年报,157.8632320192,12.4306487645,2.678770176934,35.622986452063,15.68,27.3639885841,63.0250696821,1.777272022573,0.147902557393,9.932035662005,1.2
300444,SZ,双杰电气,配电;高压开关,配网开关、箱变、数字化配网设备,2026一季报,2026-04-24 00:00:00,5.5516233574000005,2.8148307096,-7.115383206255,29615.0124045733,2025年报,48.3476730771,1.854570211,39.228987693856,129.410773896821,10.78,15.1859456456,76.0846041709,0.027984285296,0.001088753318,6.302808141634,0.2322
603050,SH,科林电气,配电;变压器,配用电设备、箱变/变压器/智能电网,2026一季报,2026-04-29 00:00:00,8.6646612261,0.42389948409999995,-4.972549941318,-41.696513886015,2025年报,43.8785152697,2.5797590075,7.052481938828,45.060359503522,14.49,19.2972852321,62.0325799913,2.429723827501,0.142797234377,11.185419880342,0.64
603861,SH,白云电器,配电;高压开关;变压器,成套开关/变压器/配网设备,2026一季报,2026-04-25 00:00:00,9.7402768343,0.3404341986,-0.19652471882,-7.094667703782,2025年报,49.2822050222,2.041803421,-1.144176253449,4.011946219343,5.51,19.2963003807,60.8218256902,-1.157854383119,-0.052719588735,4.300173758942,0.4
002452,SZ,长高电新,高压开关;GIS,高压隔离开关、组合电器、输变电设备,2026一季报,2026-04-30 00:00:00,2.958338224,0.5662034517,-12.755239366842,69.27317293696,2025年报,16.6502132203,3.4263142139999996,-5.405079010797,35.908794465467,13.65,38.8203294023,27.4717207369,1.043246072207,0.215330769016,12.63572530637,0.5523
002922,SZ,伊戈尔,变压器,新能源与工控变压器、电源组件,2026一季报,2026-04-29 00:00:00,12.755935966,0.6867390386,17.707449480459,63.52938593044,2025年报,52.63733523649999,2.0024192711,13.39570603551,-31.446346952794,5.9,17.7817469911,57.9428353905,2.979693304833,0.121685814544,4.187878150635,0.5
301291,SZ,明阳电气,变压器;配电,箱式变电站、变压器、成套开关，新能源/海风配套,2026一季报,2026-04-29 00:00:00,9.6242134625,0.24606702579999998,-26.2836318696,-78.080943306226,2025年报,69.0962656543,5.882907733300001,7.224526563407,-11.203920917592,12.12,21.1400378011,46.6573830411,0.162898525397,0.01386930228,11.753714958909,1.88
603191,SH,望变电气,变压器,取向硅钢+输配电及控制设备/变压器,2026一季报,2026-04-30 00:00:00,8.8895248671,0.1228684114,13.030625176854,-15.238835700875,2025年报,39.1700827918,0.6924321973,16.870847851105,6.255896823521,2.83,11.4071412919,65.5808933088,3.115119282567,0.058674497844,2.013193164916,0.21
002112,SZ,三变科技,变压器,油浸式/干式电力变压器、配电变压器,2026一季报,2026-04-28 00:00:00,5.1429960527,0.2106808475,91.170787533411,12.282966653635,2025年报,18.7333018726,0.1393495629,-13.960325512024,-88.46169122208,1.86,15.6411964502,66.0516990775,4.134754393263,0.030756789237,2.207317048374,0.05
603097,SH,江苏华辰,变压器;配电,节能型输配电及控制设备、电力变压器,2026一季报,2026-04-24 00:00:00,2.5053259888999997,0.0013044246,-13.33426168616,-99.368837059795,2025年报,22.564365384000002,0.703888752,42.728776746236,-23.163439360184,6.56,16.2256116912,65.0605964482,0.401298974677,0.012533569998,5.046510779488,0.44
301012,SZ,扬电科技,变压器,节能电力变压器、铁心等配电侧设备,2026一季报,2026-04-28 00:00:00,3.8842049245,0.20552394670000002,18.691887053319,36.092648700167,2025年报,12.790479081800001,0.39292488509999995,-4.070252442017,-44.14284122558,3.39,10.5038313108,23.6615954079,4.681137198983,0.148043304632,3.000786150935,0.1995
301120,SZ,新特电气,变压器,变频用变压器、电抗器、特种变压器,2026一季报,2026-04-24 00:00:00,1.2619865915000001,-0.0187706285,43.136475433485,-120.540777805213,2025年报,4.2113607344,0.4302078904,11.701345232228,188.681423714921,2.82,22.5555412278,9.4128414596,-0.158357891563,-0.015564358205,2.522107132134,0.12
000533,SZ,顺钠股份,变压器;配电,变压器及成套设备,2026一季报,2026-04-30 00:00:00,4.91965314,0.1691401448,1.125527941043,-13.279231200462,2025年报,22.3904104727,1.0194944812,-7.461153335252,8.396372888579,11.1,20.9931478511,60.9154855084,2.470933847654,0.156145991618,12.021105314974,0.1476
603530,SH,神马电力,高压开关;GIS,电力外绝缘，特高压相邻关键部件,2026一季报,2026-04-28 00:00:00,3.8090436925,0.9827458802,33.545658559898,44.074108795242,2025年报,17.206990654600002,4.3167732893,27.943375192041,38.92375986233,24.28,46.1765652577,31.8408516597,0.271547668418,0.068124040126,20.934692507001,1.02
300617,SZ,安靠智电,高压开关;GIS,GIL、地下输电、电缆连接件,2026一季报,2026-04-29 00:00:00,2.1273240762,0.4891871383,30.613553673114,11.899466213046,2025年报,8.2724966724,0.7359603670999999,-23.758595980825,-59.862644169727,2.53,34.6772518854,25.6846548867,3.397217083884,0.293179050781,2.481241525237,0.4477
002879,SZ,长缆科技,配电,电缆附件、输配电连接件,2026一季报,2026-04-28 00:00:00,2.7454559708999997,0.013550298600000002,2.043900402538,-44.856738787159,2025年报,14.4037323157,1.3376442855,15.965418841719,79.112025493375,7.56,30.8958330088,27.9816981107,0.929777249532,0.096953809172,7.349530268329,0.78
002498,SZ,汉缆股份,配电,电力电缆、输电配套,2026一季报,2026-04-29 00:00:00,25.5172625376,1.6038736968,39.371546668973,12.171224196237,2025年报,104.0712322592,5.5345403224,12.391152123997,-15.519926329167,6.51,14.012489625,28.8347567286,1.135186477343,0.059768696052,5.193708464027,0.1664
600973,SH,宝胜股份,配电,电线电缆、输配电配套,2026一季报,2026-04-30 00:00:00,165.0873276324,0.4965588118,37.010737095995,119.254109669285,2025年报,479.5874757299,-0.43888446130000003,3.448447632095,85.363799387825,-1.25,4.2175549383,79.4378789157,,0.016928885296,2.020345753844,-0.03
300062,SZ,中能电气,配电,箱变、电缆附件、光储充相关,2026一季报,2026-04-25 00:00:00,2.3905331651,0.028036014300000002,11.251284175757,121.002761063093,2025年报,11.5710462855,-0.9345757353,0.835839954279,-20.549295122541,-7.71,18.6927356648,48.3012527456,,-0.018565684139,-4.143124336206,-0.17
300477,SZ,ST合纵,配电,配网设备+锂电材料,2026一季报,2026-04-29 00:00:00,2.8842237647,-0.36854141520000006,-15.175376573429,-15.769979254931,2025年报,16.6313547874,-8.9462786383,-37.236074412904,-41.723316449639,-157.77,-2.0285523339,120.9491304219,,0.08839537286,-43.374970577474,-0.8345
002339,SZ,积成电子,配电,配电自动化、调度自动化、电力信息化,2026一季报,2026-04-29 00:00:00,4.4506593979,-0.7337982351000001,20.918054772546,-19.585586924563,2025年报,30.8274981862,0.2016243919,18.657895328283,-36.197160775692,1.11,24.3617071938,50.3866100579,1.991247025202,0.034849207228,2.526916059653,0.04
