code,tencent_code,name,role,quote_time,price,pct_change,turnover_pct,pe_ttm,market_cap_yi,pb,revenue_2025_yi,profit_2025_yi,ocf_2025_yi,roe_2025_pct,gross_margin_2025_pct,net_margin_2025_pct,debt_asset_2025_pct,ocf_profit_2025_pct,revenue_2024_yi,profit_2024_yi,ocf_2024_yi,roe_2024_pct,gross_margin_2024_pct,net_margin_2024_pct,debt_asset_2024_pct,ocf_profit_2024_pct,revenue_2023_yi,profit_2023_yi,ocf_2023_yi,roe_2023_pct,gross_margin_2023_pct,net_margin_2023_pct,debt_asset_2023_pct,ocf_profit_2023_pct,revenue_2026Q1_yi,profit_2026Q1_yi,ocf_2026Q1_yi,roe_2026Q1_pct,gross_margin_2026Q1_pct,net_margin_2026Q1_pct,debt_asset_2026Q1_pct,ocf_profit_2026Q1_pct,revenue_growth_2025_pct,profit_growth_2025_pct,eps_ttm_implied,shares_yi_implied
002270,sz002270,华明装备,分接开关/变压器核心部件,20260708161500,18.2,-3.65,2.05,23.25,163.11,5.23,24.2679460012,7.097373602699999,6.0403144289999995,22.04,54.489396,29.653391,39.091728,85.1063,23.2220294707,6.1429872987000005,8.8935609131,18.74,48.802078,26.689357,28.632535,144.7758,19.6113595592,5.424052454400001,6.2167979555,16.05,52.234293,28.078524,25.573256,114.61529999999999,5.3027178647,1.6302654806999999,0.9236776455,5.07,53.246494,30.921252,37.178419,56.6581,4.503984166498731,15.536192044576902,0.7827956989247311,8.962087912087913
688676,sh688676,金盘科技,干式变压器+数据中心/新能源,20260708161443,77.35,-5.92,3.0,53.5,355.64,7.32,72.9498663641,6.595387724,6.0097262086,14.05,25.852997,8.966613,57.864119,91.12010000000001,69.0085922475,5.744214524099999,-0.36981276979999994,14.51,24.315329,8.267251,53.759156,-6.438000000000001,66.67579429439999,5.0466024392,2.0495816905,16.45,22.807547,7.529051,61.347283,40.613,15.227836943900002,1.1242559940999999,-1.6694513911000002,2.12,25.740662,7.33232,57.81644,-148.49380000000002,5.711280274294794,14.817921516142585,1.4457943925233643,4.597802197802198
601179,sh601179,中国西电,UHV/大型输变电装备国家队,20260708161457,13.27,-2.28,1.65,51.48,680.2,2.95,238.1299898175,12.696795961400001,27.4019001416,5.64,22.748565,6.361018,46.968574,215.8174,222.8053357377,10.5415246803,34.987972628200005,4.83,20.747545,5.499706,46.180673,331.9061,212.04465312419998,8.9717331176,12.6505189621,4.2,17.828493,4.892397,44.205139,137.2668,55.239059435200005,3.4660077007,-5.655112104400001,1.4961,23.352128,8.056491,45.051331,-163.1592,6.878046268084481,20.445536546793576,0.2577700077700078,51.25847776940468
002028,sz002028,思源电气,输变电一次设备平台,20260708161424,156.84,-5.09,1.47,37.72,1227.39,7.88,215.39031405330002,31.5014266504,22.342785132399996,22.63,30.774799,15.133807,47.048266,70.9262,154.580685224,20.4906955048,24.624722286399997,18.05,31.247257,13.486967,46.087148,120.1751,124.60028391719999,15.5917040963,22.721149691399997,15.9,29.49983,12.909394,43.064559,145.7258,45.6866386762,5.4995287075,-4.8250413451,3.48,28.950384,12.515467,45.849785,-87.7355,39.33843917251492,53.73527288529911,4.158006362672323,7.82574598316756
600089,sh600089,特变电工,输变电+线缆+新能源/能源多元化,20260708161443,20.05,-2.67,1.7,16.42,1013.08,1.44,973.1807703024001,59.5429495825,93.30630988809999,8.7546,18.80237,6.172166,55.600237,156.70420000000001,979.0631394533,41.4392486981,129.1358896374,6.4511,18.124626,3.679525,56.631485,313.1806,982.0643955202,107.0271066239,258.1207625551,18.4135,27.532423,14.362552,54.282101,241.1732,249.61284684650002,18.1452951469,5.2740526724,2.5539,21.119184,8.583356,56.576507,29.065600000000003,-0.600816118374603,43.68732892889069,1.2210718635809987,50.52768079800499
