bps,change_cny,code,code_full,deduct_netprofit_100m_cny,eps,float_mcap_100m_cny,gross_margin_pct,gross_profit_100m_cny,high_52w,liability_to_asset_pct,low_52w,name,net_margin_pct,notice_date,ocfps,parent_netprofit_100m_cny,parent_np_yoy_pct,pb,pct_change,pe_ttm,prev_close,price_cny,quote_time,report,revenue_100m_cny,revenue_yoy_pct,roe_pct,source,total_mcap_100m_cny,turnover_rate_pct
30.093325749535,-16.00,688200,688200.SH,4.9204,3.96,980.81,73.7939988186,9.9357,606.00,9.1620395292,404.00,华峰测控,39.8166849945,2026-04-29 00:00:00,2.244474106773,5.361,60.548738190056,24.34,-3.17,172.57,505.00,489.00,20260713161435,2025年报,13.4641,48.717897959278,14.08,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,980.81,3.05
16.44544408784,-6.35,300236,300236.SZ,2.7408,0.9647,355.22,40.9984368379,7.9401,143.64,25.801361895,95.76,上海新阳,15.540552478,2026-03-13 00:00:00,1.516050674188,3.0067,71.120291590895,7.62,-5.30,100.58,119.70,113.35,20260713161421,2025年报,19.3668,31.284352363198,6.18,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,315.74,4.73
2.390737273812,-0.93,300655,300655.SZ,0.523,0.14,187.70,24.9447641832,4.0156,21.11,27.869091263,14.07,晶瑞电材,12.1881175009,2026-04-28 00:00:00,0.345061992418,1.4935,183.161956615536,7.33,-5.29,166.78,17.59,16.66,20260713161418,2025年报,16.0981,12.173284701005,5.81,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,186.84,7.11
5.092876420511,-4.66,603078,603078.SH,0.9633,0.272,161.66,27.4447907713,3.3863,51.24,26.5813589128,41.92,江化微,8.5059650231,2026-04-25 00:00:00,0.471961690096,1.0481,6.265229329969,8.20,-10.00,151.40,46.58,41.92,20260713161444,2025年报,12.3384,12.245211047643,5.44,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,161.66,8.70
5.027140040788,-6.00,600206,600206.SH,2.1458,0.313,457.14,9.0065802098,8.5942,66.00,34.8616079439,54.00,有研新材,2.5592658368,2026-04-25 00:00:00,-0.093097170126,2.6479,79.287795714119,10.72,-10.00,160.02,60.00,54.00,20260713161439,2025年报,95.4213,4.333602330596,6.5,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,457.14,13.98
10.384924653019,-3.66,605358,605358.SH,-1.8279,-0.21,443.24,9.8618178327,3.5413,67.17,57.631889811,54.95,立昂微,-5.2426943252,2026-04-28 00:00:00,1.249139414473,-1.4244,46.400580659955,6.35,-5.99,-818.03,61.06,57.40,20260713161451,2025年报,35.9092,16.123910339632,-1.96,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,443.24,6.82
5.433450972491,-0.17,002129,002129.SZ,-97.6816,-2.319,424.12,-6.3591823825,-18.4736,11.73,66.6401656956,9.59,TCL中环,-34.0190716253,2026-03-25 00:00:00,0.282887497545,-92.6379,5.648354826877,2.12,-1.59,-4.71,10.66,10.49,20260713161433,2025年报,290.5025,2.223000195513,-35.2,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,423.76,6.58
11.098259135147,-18.70,688233,688233.SH,1.0032,0.6,262.80,44.7505681163,1.9601,207.61,5.7084545857,138.41,神工股份,27.9767360556,2026-03-21 00:00:00,1.017358284867,1.0204,147.959232638783,13.95,-10.81,265.69,173.01,154.31,20260713161445,2025年报,4.38,44.683249178693,5.55,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,262.80,8.67
3.615781792832,-7.50,688432,688432.SH,1.2952,0.1682,613.90,36.7179190184,3.6911,67.92,11.496011966,45.28,有研硅,24.4720042771,2026-03-27 00:00:00,0.219299572848,2.0928,-10.142866082718,13.82,-13.25,294.22,56.60,49.10,20260713161433,2025年报,10.0525,0.933772791076,4.75,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,613.90,5.25
9.78110245443,-0.30,603931,603931.SH,1.056,0.61,115.11,31.511700411,1.9721,63.78,9.0491526492,52.18,格林达,19.5764693061,2026-04-25 00:00:00,0.644192964034,1.2251,-16.229297938255,5.88,-0.52,95.91,57.98,57.68,20260713161500,2025年报,6.2585,-4.603877312805,7.64,Tencent qt.gtimg.cn snapshot fetched 2026-07-13 evening CST,115.11,9.16
