选项,指标,20260331,20251231,20250930,20250630,20250331,20241231,20240930,20240630,20240331,20231231,20230930,20230630,20230331,20221231,20220930,20220630,20220331,20211231,20210930,20210630,20210331,20201231,20191231,20181231
每股指标,每股营业总收入,3.527923,16.744667,10.749051,7.299451,3.006643,12.49773,8.438046,6.471436,2.851975,13.845361,9.018221,6.396037,2.685007,11.209164,7.108551,5.7612,2.290406,10.016813,,4.260429,,7.955492,4.321111,2.950907
每股指标,每股息税前利润,0.5916,2.410381,1.445478,1.302094,0.486795,1.643159,0.869991,1.261813,0.485882,2.607845,1.421651,1.2709,0.437843,2.330552,1.234444,1.216438,0.492533,2.351984,,1.051146,,1.662693,0.06058,-0.198516
盈利能力,净资产收益率(ROE),1.83,9.0,5.5,4.9,1.84,6.53,3.52,4.93,1.91,10.79,5.92,5.22,1.87,17.48,13.42,14.24,5.9,32.83,,16.48,7.99,32.2,-3.24,-5.37
盈利能力,摊薄净资产收益率,1.816188,8.665456,5.38354,4.799585,1.824476,6.340044,3.491072,4.851032,1.889712,10.46462,5.914921,5.12808,1.850187,9.47239,5.380977,13.242989,5.724757,28.133711,,15.150276,,25.079823,-3.278604,-5.446335
盈利能力,净资产收益率_平均,1.832459,9.014101,5.503259,4.904626,1.841779,6.509595,3.523953,4.942047,1.907506,10.862792,5.999949,5.243316,1.86771,14.707285,8.26841,14.224002,5.895866,32.814747,,16.445657,,30.908122,-3.23077,-5.446335
盈利能力,净资产收益率_平均_扣除非经常损益,1.708382,8.534499,5.174076,4.745373,1.883683,5.211947,2.436746,4.150052,1.576182,9.160349,4.672041,4.400183,1.56722,11.792233,6.623054,12.640681,5.165141,26.991527,,14.204058,,30.045532,-11.208519,-13.02389
盈利能力,摊薄净资产收益率_扣除非经常损益,1.693213,8.204404,5.061519,4.643742,1.865987,5.076194,2.414009,4.073623,1.561479,8.824579,4.60583,4.303477,1.552517,7.594918,4.3102,,5.015238,23.141177,,13.085243,,24.379889,-11.374471,-13.023889
盈利能力,息税前利润率,16.769089,14.394919,13.447499,17.838254,16.190676,13.147665,10.310344,19.498193,17.036705,18.835518,15.76421,19.870125,16.306977,20.791494,17.365628,21.114331,21.50418,23.480362,19.98898,24.672324,25.584413,20.899944,1.401972,-6.727305
盈利能力,总资产报酬率,1.477112,6.532477,4.122671,3.784312,1.410635,5.074674,2.791781,3.996619,1.580163,8.67682,4.836684,4.295699,1.489963,11.113356,6.253428,8.203203,3.401906,17.013021,,8.182112,,13.794131,0.567932,-1.980044
盈利能力,总资本回报率,2.100775,9.148834,5.634322,5.161361,1.930876,6.832009,3.734063,5.363049,2.083567,11.724803,6.550309,5.808491,2.02977,16.844892,9.235505,15.761234,6.680417,36.327436,,17.683608,,28.751727,1.012765,-3.368886
