selection_rank,global_rank,code,name,exchange,industry,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,quality_score,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis
,428,600131,国网信通,SH,IT服务Ⅱ,通过,保留,淘汰,综合得分未进入前30,16.29,42.14,2.97,194.98896548,1.43,0.58,13.904,19.626079,1.461448,8.972945,30.1554146318,0.1546519,0.0,42,14,56,一致,20260804135713,待评,未进入30家初评队列
,,600132,重庆啤酒,SH,非白酒,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,45.96,12.7,17.83,222.4331626,-2.36,0.76,53.929,50.002252,2.551214,9.062727,115.3029001129,0.518371,0.0,57,15,72,一致,20260804135713,待评,未进入30家初评队列
,,600141,兴发集团,SH,农化制品,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,30.51,35.72,1.5,366.65083037,5.64,3.04,11.651,24.558596,1.091176,6.294454,67.0129477086,0.18277048,0.0,42,16,58,一致,20260804135711,待评,未进入30家初评队列
,526,600161,天坛生物,SH,生物制品,通过,保留,淘汰,综合得分未进入前30,12.86,50.51,2.16,254.28996796,-0.54,0.38,14.567,49.183893,1.112887,21.775238,4.222559597,0.01660529,0.0,39,10,49,一致,20260804135711,待评,未进入30家初评队列
17,17,600163,中闽能源,SH,电力,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,5.37,13.01,1.4,102.19089288,-0.74,0.61,10.53359,59.179549,1.903024,34.101709,48.0255477722,0.46995918,0.0,53,27,80,一致,20260804135713,3/5,发电资产、项目资源与电力运营经验
3,3,600167,联美控股,SH,电力,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,6.0,6.37,1.17,135.77042778,-0.33,0.22,15.541,36.664538,1.733482,33.255699,59.30831929,0.43682796,0.0,55,30,85,一致,20260804135710,4/5,区域供热管网、特许经营和长期客户关系
,,600183,生益科技,SH,元件,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,112.23,58.85,17.05,2726.07081884,10.0,2.46,16.815,23.309401,1.449128,9.92202,63.3718281793,0.02324658,0.0,40,0,40,一致,20260804135712,待评,未进入30家初评队列
,437,600201,生物股份,SH,动物保健Ⅱ,通过,保留,淘汰,综合得分未进入前30,13.36,71.13,2.74,148.08841579,4.29,2.01,9.53,56.68486,2.061508,24.223051,8.5118865691,0.05747841,0.0,45,10,55,一致,20260804135712,待评,未进入30家初评队列
,74,600210,紫江企业,SH,包装印刷,通过,保留,淘汰,综合得分未进入前30,6.28,10.9,1.49,95.25103072,-1.57,0.77,11.046,22.032729,2.064951,6.270976,20.299352868099998,0.21311426,0.0,46,30,76,一致,20260804135713,待评,未进入30家初评队列
,48,600211,西藏药业,SH,生物制品,通过,保留,淘汰,综合得分未进入前30,39.25,10.59,3.49,126.51028443,0.51,0.79,18.998,93.460972,1.472736,24.497135,36.6408708358,0.28962761,0.0,52,25,77,一致,20260804135711,待评,未进入30家初评队列
,370,600229,城市传媒,SH,出版,通过,保留,淘汰,综合得分未进入前30,5.09,31.41,1.22,33.63002621,-0.78,0.47,8.893,29.222736,0.929739,9.892756,12.3346819458,0.36677586,0.0,40,20,60,一致,20260804135713,待评,未进入30家初评队列
,163,600236,桂冠电力,SH,电力,通过,保留,淘汰,综合得分未进入前30,10.97,24.58,4.78,864.69684488,-0.72,0.33,15.182,43.598053,2.546179,24.708022,103.94615423549999,0.12021109,0.0,51,19,70,一致,20260804135711,待评,未进入30家初评队列
,,600261,阳光照明,SH,照明设备Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,3.06,141.04,1.22,40.85262076,-1.29,0.44,9.512,31.558225,1.329778,7.705927,12.2760645962,0.30049638,0.0,45,12,57,一致,20260804135711,待评,未进入30家初评队列
,455,600276,恒瑞医药,SH,化学制药,通过,保留,淘汰,综合得分未进入前30,53.26,38.72,5.67,3534.97265289,0.49,0.92,18.148,85.235094,1.132044,21.734842,217.1416846794,0.06142669,0.0,46,8,54,一致,20260804135711,待评,未进入30家初评队列
,77,600285,羚锐制药,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,22.94,13.2,4.3,130.09629249,-0.65,1.0,17.125,75.138507,1.501341,16.165556,36.267321226,0.2787729,0.0,53,22,75,一致,20260804135708,待评,未进入30家初评队列
,114,600295,鄂尔多斯,SH,冶钢原料,通过,保留,淘汰,综合得分未进入前30,12.37,13.2,1.69,346.20862262,-0.88,0.31,13.933,26.66044,2.037887,7.514848,284.8788417077,0.82285311,0.0,48,25,73,一致,20260804135713,待评,未进入30家初评队列
,344,600305,恒顺醋业,SH,调味发酵品Ⅱ,通过,保留,淘汰,综合得分未进入前30,7.03,29.13,2.35,77.65827766,-1.68,0.54,9.464,34.409647,2.511637,11.024604,3.1658458202,0.04076637,0.0,43,18,61,一致,20260804135711,待评,未进入30家初评队列
,180,600323,瀚蓝环境,SH,环境治理,通过,保留,淘汰,综合得分未进入前30,30.84,10.43,1.66,251.45305983,-1.15,0.67,13.264,26.14991,1.372872,13.456538,14.1803635104,0.05639368,0.0,42,28,70,一致,20260804135712,待评,未进入30家初评队列
,137,600332,白云山,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,21.99,5.01,0.92,357.51142969,-0.9,0.54,12.102,17.930583,1.087533,5.913605,133.5085233927,0.37343848,0.0,42,30,72,一致,20260804135712,待评,未进入30家初评队列
,236,600373,中文传媒,SH,出版,通过,保留,淘汰,综合得分未进入前30,7.62,23.61,0.58,102.66873439,-0.91,0.72,10.418,38.310398,0.742123,13.773145,52.8885650924,0.51513799,0.0,43,24,67,一致,20260804135711,待评,未进入30家初评队列
20,20,600380,健康元,SH,化学制药,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,10.25,11.3,1.23,187.51897207,-0.1,0.66,12.487,62.976267,2.567188,8.986739,124.52137271790001,0.6640468,0.0,50,30,80,一致,20260804135712,3/5,药品注册、成熟产品和医药商业化能力
,,600389,江山股份,SH,农化制品,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,20.65,12.17,2.15,88.929225,-2.18,1.68,20.076,20.271789,1.400467,8.429226,8.3395819503,0.09377774,0.0,47,25,72,一致,20260804135711,待评,未进入30家初评队列
4,4,600398,海澜之家,SH,服装家纺,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,6.16,7.79,1.71,295.85065023,-2.84,0.69,20.916,43.478591,1.624214,13.72877,170.7945050452,0.57729975,0.0,56,28,84,一致,20260804135712,3/5,大众服饰品牌、渠道与供应链规模
,420,600406,国电南瑞,SH,电网设备,通过,保留,淘汰,综合得分未进入前30,24.97,69.51,4.04,2005.52951215,-0.4,0.77,15.922,26.626679,1.351542,13.178319,372.2018561601,0.18558782,0.0,49,7,56,一致,20260804135712,待评,未进入30家初评队列
,231,600415,小商品城,SH,一般零售,通过,保留,淘汰,综合得分未进入前30,12.42,17.19,3.22,681.05805587,-1.27,1.05,11.718,27.578151,1.489363,21.659793,78.3128968322,0.11498711,0.0,45,22,67,一致,20260804135713,待评,未进入30家初评队列
,150,600420,国药现代,SH,化学制药,通过,保留,淘汰,综合得分未进入前30,8.84,21.42,0.87,118.55966597,-0.9,0.4,8.168,38.358899,2.775235,6.267719,85.40061539930001,0.72031761,0.0,47,24,71,一致,20260804135713,待评,未进入30家初评队列
,,600422,昆药集团,SH,中药Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,9.09,-12.13,1.35,68.80909631,-0.87,0.76,9.534,42.281834,0.925342,6.009213,17.3960182199,0.25281568,0.0,39,12,51,一致,20260804135710,待评,未进入30家初评队列
,379,600436,片仔癀,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,137.47,27.89,5.81,829.38016859,-0.46,0.76,21.907,44.456691,0.84717,25.676251,91.1516605515,0.10990335,0.0,47,12,59,一致,20260804135711,待评,未进入30家初评队列
,549,600444,国机通用,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,13.35,51.71,2.64,19.54732792,-0.15,1.53,10.263,15.194977,0.851028,7.92675,2.3042332454,0.1178797,0.0,36,10,46,一致,20260804135712,待评,未进入30家初评队列
,184,600452,涪陵电力,SH,电力,通过,保留,淘汰,综合得分未进入前30,9.95,29.79,2.71,152.88589457,-0.3,1.39,17.578,21.197339,2.6083,14.372286,23.8979176344,0.15631212,0.0,51,18,69,一致,20260804135711,待评,未进入30家初评队列
,55,600461,洪城环境,SH,环境治理,通过,保留,淘汰,综合得分未进入前30,9.09,9.23,1.2,116.72985421,-1.62,0.85,12.308,30.499748,1.794044,10.946425,9.4185237087,0.0806865,0.0,47,30,77,一致,20260804135711,待评,未进入30家初评队列
,484,600475,华光环能,SH,电力,通过,保留,淘汰,综合得分未进入前30,15.49,31.87,1.76,148.07909142,0.98,1.09,9.12204,19.003499,1.577806,7.698278,0.5158119431,0.00348335,0.0,35,18,53,一致,20260804135710,待评,未进入30家初评队列
,100,600479,千金药业,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,9.83,16.13,1.66,48.38424457,-0.3,0.72,12.261,45.7864,1.764135,7.43941,22.193816574099998,0.45869925,0.0,49,25,74,一致,20260804135712,待评,未进入30家初评队列
,70,600483,福能股份,SH,电力,通过,保留,淘汰,综合得分未进入前30,10.88,11.64,1.13,302.47995106,-1.72,0.32,10.476,24.14042,1.636853,15.557707,29.532308140100003,0.09763394,0.0,46,30,76,一致,20260804135710,待评,未进入30家初评队列
,,600486,扬农化工,SH,农化制品,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,55.68,13.82,1.94,225.00952708,-1.9,0.74,18.592,23.889938,1.484143,12.276957,35.3144992125,0.15694668,0.0,49,25,74,一致,20260804135713,待评,未进入30家初评队列
,,600516,方大炭素,SH,冶钢原料,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,5.25,596.46,1.3,211.36344432,-0.76,0.88,12.693,20.929789,0.718705,19.416548,8.6727324057,0.04103232,0.0,36,12,48,一致,20260804135712,待评,未进入30家初评队列
,139,600519,贵州茅台,SH,白酒Ⅱ,通过,保留,淘汰,行业分散上限：同一细分行业最多入选3家,1332.07,15.28,7.06,16651.96198244,-1.98,0.23,31.924,91.69653,0.90328,46.970299,3021.6502304896003,0.18145911,0.0,52,19,71,一致,20260804135713,待评,未进入30家初评队列
,258,600529,山东药玻,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,19.69,16.24,1.56,130.66561885,-1.8,1.34,11.045,30.438969,1.020157,14.70675,7.2169027154,0.05523184,0.0,41,25,66,一致,20260804135710,待评,未进入30家初评队列
,91,600557,康缘药业,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,12.88,23.0,1.49,72.92125421,0.55,0.87,9.391,72.58812,2.204483,10.207097,24.9727027821,0.34246124,0.0,50,24,74,一致,20260804135713,待评,未进入30家初评队列
,239,600559,老白干酒,SH,白酒Ⅱ,通过,保留,淘汰,行业分散上限：同一细分行业最多入选3家,12.29,16.99,2.12,112.42246087,-1.76,1.03,12.068,66.955696,0.992585,10.215421,15.7407883978,0.14001462,0.0,42,25,67,一致,20260804135711,待评,未进入30家初评队列
,337,600563,法拉电子,SH,元件,通过,保留,淘汰,综合得分未进入前30,140.18,29.45,5.46,315.405,2.82,1.77,21.744,36.899675,1.100752,25.967963,33.0970417593,0.10493506,0.0,49,12,61,一致,20260804135713,待评,未进入30家初评队列
25,25,600566,济川药业,SH,中药Ⅱ,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,26.48,15.25,1.82,244.07443765,-1.38,0.46,24.061,81.1814,1.01402,24.523813,102.90038481370001,0.42159427,0.0,54,25,79,一致,20260804135705,3/5,核心产品品牌、注册壁垒和渠道
,498,600570,恒生电子,SH,软件开发,通过,保留,淘汰,综合得分未进入前30,23.12,78.87,4.56,437.81140419,-0.26,1.92,19.942,72.896851,0.856113,20.665545,27.534411269499998,0.06289103,0.0,44,7,51,一致,20260804135711,待评,未进入30家初评队列
,78,600572,康恩贝,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,4.39,14.04,1.62,111.44155616,0.23,1.22,10.48,57.085584,1.760245,9.729031,33.8028378953,0.30332346,0.0,50,25,75,一致,20260804135712,待评,未进入30家初评队列
,479,600580,卧龙电驱,SH,电机Ⅱ,通过,保留,淘汰,综合得分未进入前30,34.8,49.25,5.0,543.61689383,0.84,4.85,10.118,24.432816,1.919237,5.822982,24.428332086300003,0.04493667,0.0,42,11,53,一致,20260804135712,待评,未进入30家初评队列
,71,600582,天地科技,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,4.92,11.76,0.82,203.61857349,-1.01,0.41,8.466,29.387934,1.841465,6.986948,165.7531309766,0.81403738,0.0,46,30,76,一致,20260804135711,待评,未进入30家初评队列
,,600596,新安股份,SH,农化制品,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,10.64,37.29,1.16,143.59712601,1.72,1.96,12.034,17.038497,4.211838,5.798452,7.5949230562,0.05289049,0.0,40,16,56,一致,20260804135712,待评,未进入30家初评队列
,67,600598,北大荒,SH,种植业,通过,保留,淘汰,综合得分未进入前30,12.29,9.4,2.87,218.47686082,-1.13,0.82,13.806,37.388481,1.348971,24.540968,49.2997251484,0.22565193,0.0,48,28,76,一致,20260804135713,待评,未进入30家初评队列
,122,600600,青岛啤酒,SH,非白酒,通过,保留,淘汰,综合得分未进入前30,54.68,10.36,2.55,745.94189216,-2.69,0.95,11.995,38.858009,1.213612,9.09221,140.19495968,0.18794354,0.0,45,28,73,一致,20260804135711,待评,未进入30家初评队列
,193,600633,浙数文化,SH,游戏Ⅱ,通过,保留,淘汰,综合得分未进入前30,11.41,22.6,1.42,144.68729726,3.07,1.97,8.447,61.908715,1.380567,25.903194,21.024399368599997,0.14530923,0.0,45,24,69,一致,20260804135712,待评,未进入30家初评队列
,199,600642,申能股份,SH,电力,通过,保留,淘汰,综合得分未进入前30,8.37,13.0,1.14,409.63444377,-1.18,0.45,8.153,16.667323,2.523352,8.659142,86.1937910774,0.21041637,0.0,42,27,69,一致,20260804135711,待评,未进入30家初评队列
,,600681,百川能源,SH,燃气Ⅱ,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,3.46,10.33,1.29,46.39357643,-1.98,1.31,16.638,16.810234,1.838417,14.612878,22.34396978,0.48161775,0.0,51,30,81,一致,20260804135712,待评,未进入30家初评队列
,53,600690,海尔智家,SH,白色家电,通过,保留,淘汰,综合得分未进入前30,22.49,11.33,1.68,2109.02890829,-1.88,0.63,18.684,28.926216,1.497447,5.171427,772.9334333127999,0.36648783,0.0,49,28,77,一致,20260804135711,待评,未进入30家初评队列
,57,600694,大商股份,SH,一般零售,通过,保留,淘汰,综合得分未进入前30,14.72,5.08,0.63,55.75841954,-1.74,1.04,8.514,39.422904,1.672305,6.001306,42.629667915700004,0.76454226,0.0,47,30,77,一致,20260804135713,待评,未进入30家初评队列
,,600731,湖南海利,SH,农化制品,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,5.81,18.03,1.0,32.17882537,-0.34,0.97,10.564,26.395576,1.010574,8.394672,0.5669921018,0.01762004,0.0,35,24,59,一致,20260804135712,待评,未进入30家初评队列
,41,600738,丽尚国潮,SH,一般零售,通过,保留,淘汰,综合得分未进入前30,3.99,12.37,1.46,30.37727592,-0.25,1.01,12.597,60.353958,2.257749,24.75862,5.9916511199,0.19724123,0.0,51,27,78,一致,20260804135712,待评,未进入30家初评队列
,88,600750,华润江中,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,26.12,14.41,4.42,166.01566109,-0.91,0.52,15.906,64.325445,1.407214,20.139237,34.1865913828,0.20592389,0.0,52,22,74,一致,20260804135713,待评,未进入30家初评队列
,56,600757,长江传媒,SH,出版,通过,保留,淘汰,综合得分未进入前30,8.15,7.39,1.0,98.91249725,-0.97,0.59,10.489,34.636616,1.061023,10.462401,38.2689616452,0.38689713,0.0,47,30,77,一致,20260804135713,待评,未进入30家初评队列
,164,600763,通策医疗,SH,医疗服务,通过,保留,淘汰,综合得分未进入前30,36.56,21.88,3.7,163.52890118,-0.63,1.49,20.851,40.506413,1.475483,20.075265,21.4812990029,0.13136087,0.0,51,19,70,一致,20260804135709,待评,未进入30家初评队列
,,600764,中国海防,SH,航海装备Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,18.77,128.85,1.63,133.38513575,-1.16,0.66,9.438,29.747197,1.190564,13.190982,9.0309118239,0.06770553,0.0,38,10,48,一致,20260804135712,待评,未进入30家初评队列
,,600769,祥龙电业,SH,环境治理,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,14.09,278.05,41.69,52.83428748,7.07,3.16,11.039,30.973391,4.145499,15.339169,2.0172496565,0.03818069,0.0,45,0,45,一致,20260804135711,待评,未进入30家初评队列
24,24,600809,山西汾酒,SH,白酒Ⅱ,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,121.98,6.91,4.02,1488.112358,-1.43,0.83,32.223,75.325782,1.026946,23.904203,430.67391053050005,0.28940954,0.0,54,25,79,一致,20260804135712,4/5,白酒品牌、产品升级和经销商网络
,80,600814,杭州解百,SH,一般零售,通过,保留,淘汰,综合得分未进入前30,6.68,13.58,1.3,49.10325035,-0.89,0.41,8.336,78.534031,3.161406,9.653619,38.5968317428,0.78603415,0.0,48,27,75,一致,20260804135711,待评,未进入30家初评队列
,435,600835,上海机电,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,19.38,27.35,1.4,195.21372158,-0.05,0.46,9.801,15.825164,0.965137,5.122978,36.936694996599996,0.18921157,0.0,36,20,56,一致,20260804135711,待评,未进入30家初评队列
,456,600845,宝信软件,SH,IT服务Ⅱ,通过,保留,淘汰,综合得分未进入前30,19.03,35.66,5.05,543.85915727,2.04,0.82,15.47,33.787621,1.123571,13.122763,77.4793613337,0.14246218,0.0,46,8,54,一致,20260804135711,待评,未进入30家初评队列
,194,600863,华能蒙电,SH,电力,通过,保留,淘汰,综合得分未进入前30,4.84,13.65,1.98,379.2231747,-1.63,1.49,8.864,18.935048,3.357894,7.032828,142.1097716635,0.37473915,0.0,44,25,69,一致,20260804135712,待评,未进入30家初评队列
,32,600874,创业环保,SH,环境治理,通过,保留,淘汰,综合得分未进入前30,5.59,7.94,0.86,87.78637095,-1.06,0.58,9.34,36.151772,1.850711,18.677076,27.386557468699998,0.31196822,0.0,49,30,79,一致,20260804135709,待评,未进入30家初评队列
,228,600885,宏发股份,SH,电网设备,通过,保留,淘汰,综合得分未进入前30,36.63,24.52,4.29,566.88379685,2.46,0.91,17.303,35.38684,1.424824,10.745914,45.7047956739,0.08062463,0.0,48,19,67,一致,20260804135713,待评,未进入30家初评队列
,92,600886,国投电力,SH,电力,通过,保留,淘汰,综合得分未进入前30,15.03,14.2,1.85,1203.07548758,-1.25,0.4,11.253,35.204266,4.498775,11.042197,261.4956575572,0.21735598,0.0,49,25,74,一致,20260804135713,待评,未进入30家初评队列
23,23,600887,伊利股份,SH,饮料乳品,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,26.43,7.75,3.1,1671.79282429,-2.54,0.84,22.939,32.78242,1.754556,8.231393,560.2245694083999,0.33510406,0.0,54,25,79,一致,20260804135713,4/5,乳品品牌、冷链渠道和规模采购
,183,600900,长江电力,SH,电力,通过,保留,淘汰,综合得分未进入前30,28.26,25.57,3.32,6914.71832654,-2.72,0.47,15.095,59.562129,1.831989,41.471321,2026.8655268538,0.29312337,0.0,54,15,69,一致,20260804135712,待评,未进入30家初评队列
,177,600993,马应龙,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,24.79,12.57,2.49,106.85825958,-1.35,0.95,13.664,44.092378,1.06747,13.712661,19.2943971388,0.18056065,0.0,45,25,70,一致,20260804135713,待评,未进入30家初评队列
29,30,601019,山东出版,SH,出版,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,7.48,11.88,1.02,156.10012,-1.32,0.33,14.871,37.407934,1.201523,14.438542,71.5388346205,0.45828815,0.0,49,30,79,一致,20260804135711,3/5,出版发行资质、内容版权和渠道
,411,601126,四方股份,SH,电网设备,通过,保留,淘汰,综合得分未进入前30,42.13,32.42,7.68,350.98734715,10.0,2.46,10.814,33.036021,1.596185,8.959075,44.6709003194,0.12727211,0.0,45,12,57,一致,20260804135712,待评,未进入30家初评队列
1,1,601156,东航物流,SH,物流,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,17.05,11.7,1.41,270.6782223,-0.64,0.63,33.781,23.221311,1.781076,11.256817,196.8406306073,0.72721266,0.0,57,30,87,一致,20260804135711,4/5,航空货运网络、机场资源与客户认证形成规模/网络壁垒
,158,601199,江南水务,SH,环境治理,通过,保留,淘汰,综合得分未进入前30,5.6,15.18,1.13,52.37177635,-0.53,1.17,9.102,41.647876,1.324922,24.488875,6.896600939500001,0.13168545,0.0,44,27,71,一致,20260804135709,待评,未进入30家初评队列
,315,601311,骆驼股份,SH,电池,通过,保留,淘汰,综合得分未进入前30,8.05,14.82,0.96,94.4382625,-0.49,0.73,8.694,15.290193,0.929536,5.7935,17.6853774951,0.1872692,0.0,36,27,63,一致,20260804135712,待评,未进入30家初评队列
,52,601330,绿色动力,SH,环境治理,通过,保留,淘汰,综合得分未进入前30,7.31,12.66,1.31,104.57574873,-1.08,0.76,10.379,39.849141,1.872717,21.970199,18.0625747536,0.1727224,0.0,50,27,77,一致,20260804135712,待评,未进入30家初评队列
,292,601369,陕鼓动力,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,9.57,21.51,1.87,164.93650888,-0.52,0.51,8.984,20.913573,1.217018,8.183575,30.684229769,0.18603661,0.0,42,22,64,一致,20260804135712,待评,未进入30家初评队列
,343,601567,三星电气,SH,电网设备,通过,保留,淘汰,综合得分未进入前30,16.2,34.01,1.98,227.6439228,-2.82,1.68,12.485,30.169584,0.955933,13.082235,36.9134266774,0.16215424,0.0,43,18,61,一致,20260804135713,待评,未进入30家初评队列
,356,601633,长城汽车,SH,乘用车,通过,保留,淘汰,综合得分未进入前30,16.11,36.44,1.6,1377.9554257,-3.48,0.28,12.693,18.244895,3.110544,5.647294,640.1527887651,0.46456712,0.0,46,14,60,一致,20260804135713,待评,未进入30家初评队列
,182,601717,中创智领,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,16.08,8.05,1.26,287.09230874,-1.71,1.05,11.358,22.103938,0.980412,6.194191,80.1403146921,0.27914476,0.0,40,30,70,一致,20260804135712,待评,未进入30家初评队列
,73,601801,皖新传媒,SH,出版,通过,保留,淘汰,综合得分未进入前30,5.63,8.24,0.94,110.23152864,-1.05,0.49,8.567,21.493104,1.596216,8.848859,49.4040236961,0.44818415,0.0,46,30,76,一致,20260804135713,待评,未进入30家初评队列
,64,601811,新华文轩,SH,出版,通过,保留,淘汰,综合得分未进入前30,12.42,14.9,1.02,153.2430522,-1.9,0.25,11.481,36.713092,1.323258,12.55175,87.04567307379999,0.56802362,0.0,49,27,76,一致,20260804135711,待评,未进入30家初评队列
30,31,601827,三峰环境,SH,环境治理,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,8.43,8.2,1.17,140.94397719,-0.24,0.45,12.296,33.020055,1.781918,17.088213,33.6038573331,0.23841996,0.0,49,30,79,一致,20260804135711,3/5,垃圾焚烧项目特许经营、运营和规模
,,601858,中国科传,SH,出版,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,23.94,126.14,3.46,189.2457,10.02,2.76,11.028,27.591838,0.957888,17.439257,20.9980068341,0.11095632,0.0,40,7,47,一致,20260804135712,待评,未进入30家初评队列
,,601869,长飞光纤,SH,通信设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,282.78,118.21,16.45,2341.1500644,7.81,2.66,12.757,25.12393,2.080924,8.794619,6.99403347,0.00298743,0.0,39,0,39,一致,20260804135711,待评,未进入30家初评队列
19,19,601877,正泰电器,SH,电网设备,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,25.93,10.99,1.26,557.22765548,0.19,0.74,14.579,23.748658,2.711933,10.525667,226.7598551247,0.40694293,0.0,50,30,80,一致,20260804135712,4/5,低压电器品牌、渠道和制造规模
,326,601882,海天精工,SH,通用设备,通过,保留,淘汰,综合得分未进入前30,19.54,22.9,3.51,101.9988,0.1,0.53,15.911,26.846171,0.877886,11.400218,11.6772806004,0.11448449,0.0,43,19,62,一致,20260804135711,待评,未进入30家初评队列
,212,601888,中国中免,SH,旅游零售Ⅱ,通过,保留,淘汰,综合得分未进入前30,56.75,18.98,2.05,1179.14959547,-2.1,1.41,18.844,31.733062,1.197382,9.24898,246.9401522645,0.20942224,0.0,46,22,68,一致,20260804135712,待评,未进入30家初评队列
14,14,601900,南方传媒,SH,出版,通过,保留,入选30家,综合得分靠前，且满足估值可比门槛与行业分散上限,11.86,8.71,1.21,104.60165315,-1.5,0.67,13.031,32.969629,1.697973,11.075819,57.0906545355,0.54579113,0.0,51,30,81,一致,20260804135712,3/5,出版发行资质、内容版权和区域渠道
,103,601928,凤凰传媒,SH,出版,通过,保留,淘汰,综合得分未进入前30,9.75,14.67,1.22,248.12775,-1.61,0.34,11.4,38.389266,1.089016,13.955934,92.63794902209999,0.3733478,0.0,47,27,74,一致,20260804135713,待评,未进入30家初评队列
,,601949,中国出版,SH,出版,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,5.56,-26.36,1.09,105.8606238,-0.36,0.59,10.038,32.339246,1.24187,12.095573,24.091388671,0.22757649,0.0,47,12,59,一致,20260804135711,待评,未进入30家初评队列
,257,601965,中国汽研,SH,专业服务,通过,保留,淘汰,综合得分未进入前30,14.51,16.95,1.81,145.48428095,-2.62,0.79,11.558,42.097425,0.993456,18.379771,11.7222621088,0.08057408,-0.000405,41,25,66,一致,20260804135712,待评,未进入30家初评队列
,446,603012,创力集团,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,8.39,58.29,1.44,54.24135,4.88,2.73,8.628,42.718986,1.156665,11.617353,8.30459199,0.15310445,0.0,43,12,55,一致,20260804135712,待评,未进入30家初评队列
,134,603018,华设集团,SH,工程咨询服务Ⅱ,通过,保留,淘汰,综合得分未进入前30,5.4,16.24,0.83,44.23397726,-0.92,0.61,14.402,35.64719,0.845713,10.326977,17.3685496411,0.39265177,0.0,45,27,72,一致,20260804135712,待评,未进入30家初评队列
,313,603027,千禾味业,SH,调味发酵品Ⅱ,通过,保留,淘汰,综合得分未进入前30,7.79,17.49,3.17,103.66453787,-2.01,0.8,14.322,37.820196,1.174392,14.989059,6.6641211708000005,0.06428545,0.0,41,22,63,一致,20260804135710,待评,未进入30家初评队列
,444,603032,德新科技,SH,电池,通过,保留,淘汰,综合得分未进入前30,17.69,41.08,3.56,41.25792706,2.73,2.43,10.905,47.383779,1.143662,21.537562,5.8951354314,0.14288492,0.0,44,11,55,一致,20260804135712,待评,未进入30家初评队列
