selection_rank,global_rank,code,name,exchange,industry,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,quality_score,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis
,90,300003,乐普医疗,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,12.96,24.2,1.48,238.90784319,0.31,1.08,14.47,62.518564,1.677245,17.467617,50.5846842144,0.21173304,0.0,50,24,74,一致,20260804135712,待评,未进入30家初评队列
,142,300009,安科生物,SZ,生物制品,通过,保留,淘汰,综合得分未进入前30,8.43,21.01,3.26,140.84006968,0.84,1.0,15.987,77.982435,1.425641,21.985671,27.4769159204,0.19509303,0.0,52,19,71,一致,20260804135712,待评,未进入30家初评队列
,362,300012,华测检测,SZ,专业服务,通过,保留,淘汰,综合得分未进入前30,14.24,33.6,3.14,239.63473767,0.28,1.24,13.475,49.274418,1.278547,13.525572,25.2369055054,0.10531405,0.0,45,15,60,一致,20260804135712,待评,未进入30家初评队列
,87,300015,爱尔眼科,SZ,医疗服务,通过,保留,淘汰,综合得分未进入前30,8.92,17.57,3.75,829.52117427,-1.55,0.88,19.691,49.682058,1.700225,14.63395,170.363046479,0.20537516,0.0,52,22,74,一致,20260804135712,待评,未进入30家初评队列
,,300033,同花顺,SZ,软件开发,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,233.32,171.53,41.34,1756.059648,0.96,1.92,30.049,90.213983,1.146116,51.724664,105.9381077305,0.06032717,0.0,50,0,50,一致,20260804135712,待评,未进入30家初评队列
,468,300037,新宙邦,SZ,电池,通过,保留,淘汰,综合得分未进入前30,64.32,25.23,4.56,484.89975049,5.49,2.35,13.816,29.447883,1.343375,15.167781,13.921143130499999,0.02870932,0.0,39,15,54,一致,20260804135712,待评,未进入30家初评队列
,172,300039,上海凯宝,SZ,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,5.66,22.82,1.3,59.2036,3.85,4.01,10.836,79.829551,1.122147,18.07238,11.240501950799999,0.1898618,0.0,46,24,70,一致,20260804135712,待评,未进入30家初评队列
,419,300073,当升科技,SZ,电池,通过,保留,淘汰,综合得分未进入前30,42.17,20.73,1.55,229.5286398,1.01,1.82,11.01,15.76106,1.410281,8.047241,0.3034524188,0.00132207,0.0,35,22,57,一致,20260804135712,待评,未进入30家初评队列
,474,300113,顺网科技,SZ,游戏Ⅱ,通过,保留,淘汰,综合得分未进入前30,19.18,40.16,5.07,129.30463257,2.57,6.62,8.331,49.722076,1.675386,10.786691,11.052837520999999,0.08547905,0.0,45,8,53,一致,20260804135712,待评,未进入30家初评队列
,271,300119,瑞普生物,SZ,动物保健Ⅱ,通过,保留,淘汰,综合得分未进入前30,17.78,19.17,1.79,82.63338673,3.25,2.16,9.536,45.308147,1.22867,14.23883,9.239120432,0.11180857,0.0,43,22,65,一致,20260804135709,待评,未进入30家初评队列
,,300121,阳谷华泰,SZ,橡胶,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,9.51,17.63,1.19,42.34215634,0.74,1.84,15.083,21.669136,1.242369,10.362464,2.5057421193000002,0.05917842,0.0,45,27,72,一致,20260804135712,待评,未进入30家初评队列
,439,300124,汇川技术,SZ,自动化设备,通过,保留,淘汰,综合得分未进入前30,64.27,42.93,4.97,1740.17705481,0.25,0.72,20.413,32.164118,0.989805,17.568166,131.3251484968,0.07546654,0.0,44,11,55,一致,20260804135712,待评,未进入30家初评队列
,532,300127,银河磁体,SZ,金属新材料,通过,保留,淘汰,综合得分未进入前30,24.01,36.06,5.39,77.58744104,1.27,1.03,12.556,32.292921,0.887901,23.807405,4.4466928945,0.05731202,0.0,40,8,48,一致,20260804135712,待评,未进入30家初评队列
,302,300130,新国都,SZ,计算机设备,通过,保留,淘汰,综合得分未进入前30,19.25,25.6,2.51,109.20629605,0.79,2.41,8.907,32.152504,2.450008,8.877747,26.1884788813,0.23980741,0.0,45,18,63,一致,20260804135712,待评,未进入30家初评队列
,,300136,信维通信,SZ,消费电子,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,59.99,138.35,7.28,580.44442594,6.18,5.69,18.918,21.331905,2.390712,14.061949,21.7413482734,0.03745638,0.0,47,4,51,一致,20260804135712,待评,未进入30家初评队列
,106,300146,汤臣倍健,SZ,食品加工,通过,保留,淘汰,综合得分未进入前30,10.28,10.82,1.62,173.90439879,-0.39,0.96,12.516,67.564285,1.161846,17.091559,49.4455529699,0.28432606,0.0,46,28,74,一致,20260804135712,待评,未进入30家初评队列
,,300171,东富龙,SZ,医疗器械,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,12.77,88.86,1.24,97.79624071,4.5,2.58,8.538,35.761278,1.918047,10.559704,2.5945334165,0.02652999,0.0,40,12,52,一致,20260804135709,待评,未进入30家初评队列
,371,300181,佐力药业,SZ,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,14.38,12.63,3.17,100.85949877,-0.21,2.24,9.784,66.595767,0.912082,11.56776,5.5996510275,0.05551932,0.0,38,22,60,一致,20260804135712,待评,未进入30家初评队列
,466,300193,佳士科技,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,7.63,35.11,1.62,36.33786012,0.39,0.6,8.253,28.708562,0.930725,17.490557,5.7059261314,0.15702427,0.0,40,14,54,一致,20260804135703,待评,未进入30家初评队列
,168,300206,理邦仪器,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,12.1,16.69,3.31,70.13926487,1.17,0.88,12.642,57.163702,1.318322,12.113213,11.1822072261,0.15942863,0.0,48,22,70,一致,20260804135712,待评,未进入30家初评队列
,491,300259,新天科技,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,4.0,59.45,1.54,46.2042014,1.52,2.51,10.264,44.483157,0.865301,23.604668,5.3946080346,0.11675579,0.0,42,10,52,一致,20260804135712,待评,未进入30家初评队列
,,300272,开能健康,SZ,小家电,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,5.64,161.35,2.8,34.48687822,0.0,0.97,10.496,36.573742,3.157774,10.020427,7.870014480599999,0.22820316,0.0,49,10,59,一致,20260804135712,待评,未进入30家初评队列
,,300285,国瓷材料,SZ,电子化学品Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,60.06,105.23,8.42,598.82720838,3.91,14.09,12.35,39.163897,0.965098,19.906119,6.6884247878,0.01116921,0.0,36,0,36,一致,20260804135712,待评,未进入30家初评队列
,304,300286,安科瑞,SZ,电网设备,通过,保留,淘汰,综合得分未进入前30,21.38,26.66,2.42,53.61775924,3.24,2.45,14.821,45.82469,1.154792,19.077863,8.1910463851,0.15276741,0.0,45,18,63,一致,20260804135712,待评,未进入30家初评队列
,354,300294,博雅生物,SZ,生物制品,通过,保留,淘汰,综合得分未进入前30,15.82,65.99,1.07,79.77215035,-0.57,0.66,8.601,55.789085,1.857046,16.579546,19.173581718199998,0.24035433,0.0,48,12,60,一致,20260804135712,待评,未进入30家初评队列
,490,300303,聚飞光电,SZ,光学光电子,通过,保留,淘汰,综合得分未进入前30,7.26,50.32,2.8,102.86008126,2.98,2.47,9.188,24.221105,1.61866,9.41797,9.6583419552,0.09389786,0.0,42,10,52,一致,20260804135712,待评,未进入30家初评队列
,,300308,中际旭创,SZ,通信设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,1018.0,51.91,34.37,11907.89864538,12.8,3.91,15.603,32.743727,1.084296,14.392295,102.5751606225,0.00861404,0.0,41,0,41,一致,20260804135712,待评,未进入30家初评队列
,516,300314,戴维医疗,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,10.09,73.49,2.38,29.0592,0.7,1.39,8.477,57.553525,1.073633,18.138623,1.899452797,0.06536494,0.0,40,10,50,一致,20260804135703,待评,未进入30家初评队列
,,300316,晶盛机电,SZ,光伏设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,40.22,128.4,3.09,526.69449315,3.0,0.81,18.785,36.64851,0.736648,20.80961,8.7014202425,0.01652081,0.0,38,7,45,一致,20260804135712,待评,未进入30家初评队列
,,300320,海达股份,SZ,橡胶,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,8.36,20.11,1.95,50.26317837,-0.24,0.92,9.959,18.429093,1.075308,7.314494,3.1171802489,0.06201717,0.0,34,22,56,一致,20260804135706,待评,未进入30家初评队列
,426,300341,麦克奥迪,SZ,电网设备,通过,保留,淘汰,综合得分未进入前30,13.44,41.04,3.58,69.53994916,-0.07,0.74,13.482,42.618591,1.261224,13.353023,7.2643301176,0.10446269,0.0,45,11,56,一致,20260804135709,待评,未进入30家初评队列
,,300347,泰格医药,SZ,医疗服务,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,50.38,221.12,2.08,433.78492399,1.51,3.69,12.658,36.627082,1.141404,26.517759,44.4491862749,0.10246826,0.0,44,10,54,一致,20260804135709,待评,未进入30家初评队列
,417,300349,金卡智能,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,10.43,36.61,0.98,43.51534855,0.77,1.32,8.939,39.328779,1.012183,13.669791,5.7636972577,0.13245205,0.0,41,16,57,一致,20260804135706,待评,未进入30家初评队列
,261,300357,我武生物,SZ,生物制品,通过,保留,淘汰,综合得分未进入前30,24.29,26.67,4.78,127.1785536,3.63,1.61,20.405,95.357577,1.053648,41.413852,10.311937821399999,0.08108236,0.0,50,15,65,一致,20260804135712,待评,未进入30家初评队列
,197,300360,炬华科技,SZ,电网设备,通过,保留,淘汰,综合得分未进入前30,12.65,17.07,1.59,65.04467144,-0.16,0.95,14.161,42.704356,0.905402,26.535175,18.6846425539,0.28725862,0.0,44,25,69,一致,20260804135703,待评,未进入30家初评队列
,475,300371,汇中股份,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,10.01,69.04,1.74,20.14185133,-0.4,2.02,11.83,51.011054,0.942136,24.239471,2.2379462935,0.11110926,0.0,43,10,53,一致,20260804135712,待评,未进入30家初评队列
,483,300373,扬杰科技,SZ,半导体,通过,保留,淘汰,综合得分未进入前30,87.75,30.97,4.95,476.78768309,9.71,2.99,13.322,33.804146,1.079885,15.932303,11.6047234031,0.02433939,0.0,38,15,53,一致,20260804135712,待评,未进入30家初评队列
,,300376,易事特,SZ,其他电源设备Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,4.96,193.75,1.78,115.48072761,2.06,0.74,9.282,29.863102,8.369525,10.234367,8.9693215247,0.07766942,0.0,42,10,52,一致,20260804135712,待评,未进入30家初评队列
,244,300389,艾比森,SZ,光学光电子,通过,保留,淘汰,综合得分未进入前30,12.5,29.37,2.75,46.13753963,0.64,1.89,11.64,28.61665,3.435931,5.82055,18.3331308806,0.39735823,0.0,48,18,66,一致,20260804135712,待评,未进入30家初评队列
,252,300390,天华新能,SZ,电池,通过,保留,淘汰,综合得分未进入前30,56.71,12.16,3.82,471.11877187,4.44,3.2,22.732,36.10679,0.92823,14.271827,28.775369153899998,0.0610788,0.0,44,22,66,一致,20260804135712,待评,未进入30家初评队列
,,300394,天孚通信,SZ,通信设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,210.67,116.72,42.04,2298.04122342,16.71,5.86,21.737,53.355604,1.091782,34.793002,35.5667652773,0.01547699,0.0,45,0,45,一致,20260804135712,待评,未进入30家初评队列
,463,300398,飞凯材料,SZ,电子化学品Ⅱ,通过,保留,淘汰,综合得分未进入前30,32.27,35.05,3.66,183.94972978,7.64,5.57,9.423,36.939121,1.704446,13.083528,7.9968262146,0.04347289,0.0,43,11,54,一致,20260804135712,待评,未进入30家初评队列
,497,300400,劲拓股份,SZ,自动化设备,通过,保留,淘汰,综合得分未进入前30,22.22,52.65,7.63,53.91145276,8.81,4.34,12.166,33.936989,1.748182,11.344883,5.3298882481,0.09886375,0.0,47,4,51,一致,20260804135712,待评,未进入30家初评队列
,430,300403,汉宇集团,SZ,家电零部件Ⅱ,通过,保留,淘汰,综合得分未进入前30,9.6,43.5,2.64,57.888,1.27,1.93,12.592,32.625544,0.915071,20.979613,5.517362003200001,0.09531098,0.0,42,14,56,一致,20260804135712,待评,未进入30家初评队列
,61,300406,九强生物,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,11.76,16.32,2.07,68.9301188,0.09,0.83,13.835,75.833338,1.418615,29.920569,20.8487791239,0.30246254,0.0,51,25,76,一致,20260804135712,待评,未进入30家初评队列
,566,300408,三环集团,SZ,元件,通过,保留,淘汰,综合得分未进入前30,120.74,75.87,11.14,2400.14418157,5.91,3.64,14.989,43.562722,1.047137,32.240115,54.2770911647,0.0226141,0.0,39,0,39,一致,20260804135712,待评,未进入30家初评队列
,367,300416,苏试试验,SZ,专业服务,通过,保留,淘汰,综合得分未进入前30,14.81,29.09,2.67,75.31593007,2.99,2.48,12.257,44.877436,1.777308,12.436009,1.4716271844,0.01953939,0.0,42,18,60,一致,20260804135712,待评,未进入30家初评队列
,,300433,蓝思科技,SZ,消费电子,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,33.09,-291.9,3.33,1746.73535388,4.81,1.6,9.246,17.721344,3.120729,6.619212,119.59511308360001,0.06846779,0.0,38,7,45,一致,20260804135712,待评,未进入30家初评队列
,365,300445,康斯特,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,18.54,29.15,3.05,39.38452441,0.32,1.23,10.609,64.226979,1.248314,22.820019,2.1072560417,0.05350467,0.0,45,15,60,一致,20260804135712,待评,未进入30家初评队列
,171,300452,山河药辅,SZ,化学制药,通过,保留,淘汰,综合得分未进入前30,12.33,15.36,3.03,28.90845994,0.08,1.26,16.011,30.630118,1.015334,16.862224,4.5687745817000005,0.15804282,0.0,48,22,70,一致,20260804135703,待评,未进入30家初评队列
,209,300453,三鑫医疗,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,9.57,18.27,3.51,49.96346512,-2.55,4.99,13.958,34.842876,1.877848,12.501865,7.896612151699999,0.15804773,0.0,49,19,68,一致,20260804135706,待评,未进入30家初评队列
,,300454,深信服,SZ,软件开发,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,122.56,-205.0,4.89,528.91877781,6.3,6.95,12.674,63.043475,3.959824,10.469771,30.8550101927,0.05833601,0.0,46,7,53,一致,20260804135712,待评,未进入30家初评队列
,514,300457,赢合科技,SZ,电池,通过,保留,淘汰,综合得分未进入前30,20.41,53.18,1.91,131.68112125,0.0,1.08,9.608,25.320227,1.235623,9.056877,18.036837338199998,0.1369736,0.0,40,10,50,一致,20260804135712,待评,未进入30家初评队列
,254,300470,中密控股,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,30.12,23.53,2.18,62.62994278,-1.08,0.9,14.27,49.348543,0.914206,24.836808,12.5666615393,0.20064942,0.0,44,22,66,一致,20260804135703,待评,未进入30家初评队列
,533,300481,濮阳惠成,SZ,电子化学品Ⅱ,通过,保留,淘汰,综合得分未进入前30,13.58,53.91,1.66,39.63396848,2.11,2.57,14.16,26.596441,0.988411,17.313363,2.9611791282,0.07471316,0.0,38,10,48,一致,20260804135712,待评,未进入30家初评队列
,,300487,蓝晓科技,SZ,塑料,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,64.14,44.88,7.48,326.55965209,13.62,3.23,17.997,47.63154,1.042316,25.47887,25.8614904448,0.07919377,0.0,45,8,53,一致,20260804135712,待评,未进入30家初评队列
,321,300488,恒锋工具,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,30.33,34.94,2.7,57.99726773,2.5,2.36,10.426,46.617022,1.398385,26.294949,3.8568426289,0.06650042,0.0,44,18,62,一致,20260804135712,待评,未进入30家初评队列
,,300492,华图山鼎,SZ,教育,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,26.68,15.14,31.14,73.45163039,1.1,2.24,15.292,42.198206,3.210595,5.412321,15.2865433161,0.20811714,0.0,50,15,65,一致,20260804135712,待评,未进入30家初评队列
,,300502,新易盛,SZ,通信设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,446.39,55.97,32.06,6223.82241171,13.27,4.68,21.303,38.469266,0.818816,21.794929,66.4946971391,0.0106839,0.0,42,0,42,一致,20260804135712,待评,未进入30家初评队列
,,300508,维宏股份,SZ,计算机设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,42.03,379.7,5.29,45.7481125,3.91,7.1,9.039,56.44524,1.219997,18.066986,1.6464365053999999,0.03598917,0.0,42,4,46,一致,20260804135709,待评,未进入30家初评队列
,310,300509,新美星,SZ,专用设备,通过,保留,淘汰,综合得分未进入前30,8.4,24.64,3.9,24.8976,0.96,2.29,9.261,25.841716,1.99254,7.669316,4.0133506287000005,0.16119428,0.0,44,19,63,一致,20260804135712,待评,未进入30家初评队列
,,300514,友讯达,SZ,电网设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,9.46,-14.67,1.89,18.92,0.21,1.81,13.911,34.659212,1.801155,10.313098,8.5171830958,0.45016824,0.0,51,10,61,一致,20260804135706,待评,未进入30家初评队列
,230,300515,三德科技,SZ,通用设备,通过,保留,淘汰,综合得分未进入前30,15.89,24.67,3.7,32.69439005,2.32,3.89,12.187,56.698139,1.486287,18.995274,6.0076805145000005,0.18375264,0.0,48,19,67,一致,20260804135712,待评,未进入30家初评队列
,214,300519,新光药业,SZ,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,13.78,20.9,2.7,22.048,0.36,3.12,12.419,44.284057,1.113468,30.056403,3.8841290984,0.17616696,0.0,46,22,68,一致,20260804135706,待评,未进入30家初评队列
,,300525,博思软件,SZ,软件开发,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,9.05,-27.25,2.77,68.02301981,0.44,3.97,12.948,64.577594,1.290134,14.807102,7.3963080153,0.10873243,0.0,46,10,56,一致,20260804135712,待评,未进入30家初评队列
,33,300529,健帆生物,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,18.58,16.82,4.67,148.3808601,-1.64,0.94,25.832,81.305516,1.354538,36.13055,31.5388075808,0.21255307,0.0,56,22,78,一致,20260804135712,待评,未进入30家初评队列
,,300533,冰川网络,SZ,游戏Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,15.51,-130.37,3.96,50.91107217,4.73,5.17,8.153,93.262765,0.732325,18.289878,12.913408062,0.25364636,0.0,40,7,47,一致,20260804135709,待评,未进入30家初评队列
,518,300545,联得装备,SZ,光学光电子,通过,保留,淘汰,综合得分未进入前30,27.13,46.28,2.33,50.31567131,2.8,4.01,10.038,32.62359,0.857508,11.323915,0.4487419582,0.00891853,0.0,36,14,50,一致,20260804135709,待评,未进入30家初评队列
,,300548,长芯博创,SZ,通信设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,158.32,89.71,22.81,466.73496411,12.27,6.16,9.881,25.881931,1.686932,10.659188,5.7490022172,0.01231749,0.0,39,0,39,一致,20260804135712,待评,未进入30家初评队列
,,300559,佳发教育,SZ,软件开发,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,11.61,-208.9,4.05,46.38364123,2.11,4.11,12.627,52.500624,1.806618,25.442136,3.5915980675,0.07743243,0.0,47,7,54,一致,20260804135712,待评,未进入30家初评队列
,563,300563,神宇股份,SZ,通信设备,通过,保留,淘汰,综合得分未进入前30,23.21,78.32,3.79,42.27425626,2.25,1.91,8.281,16.803559,1.336138,9.546567,1.4286703862,0.03379528,0.0,36,7,43,一致,20260804135712,待评,未进入30家初评队列
,,300564,筑博设计,SZ,工程咨询服务Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,11.91,-86.87,1.6,19.21264032,0.85,1.62,16.072,34.117343,1.081687,12.639356,1.3576421008000001,0.070664,0.0,44,10,54,一致,20260804135703,待评,未进入30家初评队列
,485,300566,激智科技,SZ,光学光电子,通过,保留,淘汰,综合得分未进入前30,24.14,27.77,2.91,63.27205599,6.58,7.86,10.945,21.045152,1.098548,7.174653,1.2049433104,0.01904385,0.0,35,18,53,一致,20260804135712,待评,未进入30家初评队列
,,300570,太辰光,SZ,通信设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,131.99,113.94,19.44,299.78475175,11.39,14.45,13.259,32.744203,0.70016,18.545674,4.5818689244,0.01528386,0.0,34,0,34,一致,20260804135712,待评,未进入30家初评队列
,300,300573,兴齐眼药,SZ,化学制药,通过,保留,淘汰,综合得分未进入前30,42.47,18.38,7.83,151.75499911,-0.49,2.01,15.813,78.738439,1.313597,14.729058,9.5567764428,0.06297504,0.0,47,16,63,一致,20260804135712,待评,未进入30家初评队列
,82,300577,开润股份,SZ,服装家纺,通过,保留,淘汰,综合得分未进入前30,17.82,10.82,2.01,42.73881922,0.45,3.1,18.085,23.870831,1.738621,7.224175,4.1582761706,0.09729506,0.0,47,28,75,一致,20260804135712,待评,未进入30家初评队列
,192,300590,移为通信,SZ,通信设备,通过,保留,淘汰,综合得分未进入前30,10.59,23.57,2.65,48.95084937,1.83,4.19,15.65,38.561627,1.057227,20.573194,4.2960703235,0.08776294,0.0,47,22,69,一致,20260804135712,待评,未进入30家初评队列
,49,300595,欧普康视,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,11.52,17.64,2.09,103.13730697,-0.43,0.87,23.02,74.854636,1.197022,42.073741,26.2776707054,0.25478337,0.0,52,25,77,一致,20260804135712,待评,未进入30家初评队列
,457,300613,富瀚微,SZ,半导体,通过,保留,淘汰,综合得分未进入前30,70.24,48.07,5.65,163.58553931,4.09,12.98,15.448,38.832901,1.493546,17.849557,13.0141781129,0.0795558,0.0,46,8,54,一致,20260804135712,待评,未进入30家初评队列
,506,300617,安靠智电,SZ,电网设备,通过,保留,淘汰,综合得分未进入前30,43.79,37.08,2.4,72.56338607,5.39,3.74,9.74,40.766666,1.146481,20.497087,0.0999977489,0.00137807,0.0,37,14,51,一致,20260804135712,待评,未进入30家初评队列
,355,300622,博士眼镜,SZ,专业连锁Ⅱ,通过,保留,淘汰,综合得分未进入前30,16.22,32.42,5.84,51.74112265,2.4,4.96,14.052,62.424374,2.37223,9.968571,11.381213538099999,0.21996457,0.0,48,12,60,一致,20260804135712,待评,未进入30家初评队列
,473,300627,华测导航,SZ,通信设备,通过,保留,淘汰,综合得分未进入前30,28.91,45.76,5.55,229.53691838,1.12,1.06,18.902,57.490985,1.008355,16.220667,15.911238805999998,0.06931887,0.0,45,8,53,一致,20260804135712,待评,未进入30家初评队列
,203,300628,亿联网络,SZ,通信设备,通过,保留,淘汰,综合得分未进入前30,39.85,19.25,6.06,504.86697323,1.55,1.96,32.714,63.809221,0.841672,45.790148,80.373699037,0.15919778,0.0,52,16,68,一致,20260804135712,待评,未进入30家初评队列
,,300633,开立医疗,SZ,医疗器械,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,20.86,-190.84,2.78,88.62110354,1.66,2.37,12.369,65.545658,1.098341,13.719873,6.5555592016999995,0.07397289,0.0,42,10,52,一致,20260804135706,待评,未进入30家初评队列
,,300642,透景生命,SZ,医疗器械,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,12.94,-94.4,1.49,20.99802799,2.21,1.98,12.828,64.970852,9.586979,25.057603,2.4583666122,0.11707607,0.0,49,12,61,一致,20260804135712,待评,未进入30家初评队列
,335,300653,正海生物,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,14.7,44.85,3.1,26.46,0.62,0.45,18.258,88.249884,1.049488,37.325426,6.6059616174,0.24965841,0.0,50,11,61,一致,20260804135709,待评,未进入30家初评队列
,557,300660,江苏雷利,SZ,电机Ⅱ,通过,保留,淘汰,综合得分未进入前30,28.27,62.52,4.71,164.32715264,0.64,1.28,13.159,27.420894,1.339845,9.8595,2.0365326498,0.01239316,0.0,37,7,44,一致,20260804135706,待评,未进入30家初评队列
,,300661,圣邦股份,SZ,半导体,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,102.01,141.33,13.08,699.25114705,8.06,2.48,20.321,53.297623,0.946907,19.834406,17.2668171836,0.0246933,0.0,42,0,42,一致,20260804135712,待评,未进入30家初评队列
,461,300674,宇信科技,SZ,IT服务Ⅱ,通过,保留,淘汰,综合得分未进入前30,16.69,64.41,2.66,117.50712331,0.18,1.92,13.895,29.644206,1.254784,10.144201,16.677008891099998,0.14192339,0.0,44,10,54,一致,20260804135712,待评,未进入30家初评队列
,,300677,英科医疗,SZ,医疗器械,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,47.23,770.73,1.7,309.23996611,-4.55,2.44,27.737,27.217223,1.355025,17.060839,2.5030633843,0.00809424,0.0,46,10,56,一致,20260804135712,待评,未进入30家初评队列
,464,300679,电连技术,SZ,消费电子,通过,保留,淘汰,综合得分未进入前30,38.79,47.28,3.36,164.787678,4.84,3.36,13.091,31.944981,1.30108,14.384237,5.810143673200001,0.03525836,0.0,43,11,54,一致,20260804135712,待评,未进入30家初评队列
,,300682,朗新科技,SZ,IT服务Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,11.89,-64.47,1.97,128.20223912,2.06,2.46,10.886,41.22412,0.848353,13.538335,8.5231969973,0.06648243,0.0,39,10,49,一致,20260804135712,待评,未进入30家初评队列
,528,300684,中石科技,SZ,电子化学品Ⅱ,通过,保留,淘汰,综合得分未进入前30,45.43,52.51,6.77,136.06704001,7.12,5.86,13.93,29.330101,1.519433,14.352997,5.4764356936,0.04024807,0.0,44,4,48,一致,20260804135712,待评,未进入30家初评队列
,268,300685,艾德生物,SZ,医疗器械,通过,保留,淘汰,综合得分未进入前30,17.79,20.37,3.68,69.39970957,1.08,1.2,18.373,83.626332,0.952111,26.7662,10.1445300548,0.1461754,0.0,46,19,65,一致,20260804135709,待评,未进入30家初评队列
,496,300690,双一科技,SZ,风电设备,通过,保留,淘汰,综合得分未进入前30,21.79,42.38,2.32,36.02952945,0.09,2.05,12.995,25.60512,0.958438,15.864444,2.0273950172,0.05627037,0.0,38,14,52,一致,20260804135712,待评,未进入30家初评队列
,399,300693,盛弘股份,SZ,其他电源设备Ⅱ,通过,保留,淘汰,综合得分未进入前30,36.14,33.18,5.39,113.04441043,3.88,3.09,19.515,41.206212,1.050377,12.618664,11.128964997,0.09844772,0.0,46,12,58,一致,20260804135712,待评,未进入30家初评队列
,,300696,爱乐达,SZ,航空装备Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,19.99,997.09,3.1,58.8203717,2.04,2.3,11.607,31.145101,1.368325,35.420258,3.4139675519,0.05804056,0.0,44,7,51,一致,20260804135709,待评,未进入30家初评队列
,481,300699,光威复材,SZ,航空装备Ⅱ,通过,保留,淘汰,综合得分未进入前30,26.24,44.92,4.05,218.1467648,-0.19,1.03,16.0,45.502197,1.131408,29.7158,4.0559615871,0.01859281,0.0,42,11,53,一致,20260804135712,待评,未进入30家初评队列
,,300701,森霸传感,SZ,光学光电子,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,9.38,80.93,2.78,26.22585407,0.97,1.56,15.68,40.801588,1.331923,29.231134,1.3149020401,0.05013763,0.0,47,10,57,一致,20260804135709,待评,未进入30家初评队列
