selection_rank,global_rank,code,name,exchange,industry,original_scope,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,debt_ratio,debt_limit,debt_gate,quality_score,quality_score_basis,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis,moat_status
31,33,601318,中国平安,SH,保险Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,53.93,9.76,0.99,9765.4513279,-2.92,0.86,16.71,,3.45933,11.000782,19245.01,1.97072407,0.0,89.8119152819,,金融特殊口径,49.33,金融特殊口径：ROE 40分、股本稳定性20分,30,79.33,一致,20260804150025,待评,未完成护城河初评,待核验
,201,601319,中国人保,SH,保险Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,7.15,8.97,1.01,3162.01532668,-2.59,0.3,12.21,,2.771928,4.316605,3980.95,1.25899137,0.0,79.2773821154,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150024,待评,未完成护城河初评,待核验
,197,601328,交通银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,7.04,5.94,0.54,6220.8104093,-2.9,0.68,10.477,,1.170819,34.674233,3582.97,0.57596515,0.0,91.7658216402,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150025,待评,未完成护城河初评,待核验
,,601330,绿色动力,SH,环境治理,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,7.29,12.62,1.31,104.28963177,-1.35,1.22,10.379,39.849141,1.872717,21.970199,18.0625747536,0.17319627,0.0,60.4486087752,60,不通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,77,一致,20260804150024,待评,未完成护城河初评,待核验
,67,601336,新华保险,SH,保险Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,62.29,7.47,1.66,1943.16557714,-0.92,0.75,15.625,,5.258858,10.910064,4514.04,2.32303415,0.0,94.1258783964,,金融特殊口径,49.33,金融特殊口径：ROE 40分、股本稳定性20分,28,77.33,一致,20260804150022,待评,未完成护城河初评,待核验
,436,601369,陕鼓动力,SH,专用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,9.56,21.49,1.86,164.76416144,-0.62,0.72,8.984,20.913573,1.217018,8.183575,30.684229769,0.18623121,0.0,59.7944145401,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,64,一致,20260804150024,待评,未完成护城河初评,待核验
,193,601398,工商银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,7.66,7.85,0.7,27300.71929302,-3.77,0.21,12.197,,3.106222,40.114783,55283.72,2.02499133,0.0,92.0115895626,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150026,待评,未完成护城河初评,待核验
,241,601512,中新集团,SH,房地产开发,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,7.88,24.88,0.78,118.112532,-0.76,0.22,11.051,52.568245,1.067202,28.319672,18.842266563800003,0.15952809,0.0,44.5152088996,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,71,一致,20260804150020,待评,未完成护城河初评,待核验
22,22,601518,吉林高速,SH,铁路公路,周期,通过,周期行业（本次保留）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,2.79,11.45,0.94,52.74643342,-2.45,0.98,8.174,51.23677,1.814685,28.17432,39.1477557786,0.74218773,0.0,8.1304310904,70,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,81,一致,20260804150012,待评,未完成护城河初评,待核验
,224,601528,瑞丰银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,5.05,5.87,0.5,99.08915045,-3.44,1.26,10.626667,,3.831971,39.200924,327.3557,3.30364827,0.0,91.7330594692,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150026,待评,未完成护城河初评,待核验
,512,601567,三星电气,SH,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,16.17,33.95,1.98,227.22235998,-3.0,2.32,12.485,30.169584,0.955933,13.082235,36.9134266774,0.16245508,0.0,54.3342445657,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,61,一致,20260804150025,待评,未完成护城河初评,待核验
,,601568,北元化工,SH,化学原料,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,3.73,180.82,1.33,148.16388896,-0.8,0.36,15.94,16.415666,3.646928,11.377258,61.6495242318,0.41609008,0.0,20.0789949388,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,63,一致,20260804150013,待评,未完成护城河初评,待核验
,215,601577,长沙银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,9.44,4.13,0.52,379.63467438,-2.78,0.55,14.291,,3.341963,30.78786,1219.25955,3.2116654,0.0,93.5071968887,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150021,待评,未完成护城河初评,待核验
,203,601601,中国太保,SH,保险Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,31.78,7.61,0.99,3057.3445144,-3.64,0.92,13.95,,4.032669,7.638427,7199.26,2.35474281,0.0,89.3720584069,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150024,待评,未完成护城河初评,待核验
,361,601628,中国人寿,SH,保险Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,37.66,13.64,1.83,10644.487903,-2.21,0.22,14.08,,4.9715,10.505486,18349.51,1.7238509,0.0,91.9853421234,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,25,66.33,一致,20260804150026,待评,未完成护城河初评,待核验
,,601633,长城汽车,SH,乘用车,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,16.07,36.35,1.6,1374.53405903,-3.71,0.38,12.693,18.244895,3.110544,5.647294,640.1527887651,0.46572348,0.0,60.9867853283,60,不通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,60,一致,20260804150025,待评,未完成护城河初评,待核验
,198,601658,邮储银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,5.02,5.86,0.59,6028.7716853,-2.33,0.31,11.687,,3.874331,23.069204,15838.16,2.62709567,0.0,93.7782848118,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150027,待评,未完成护城河初评,待核验
,214,601665,齐鲁银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,6.17,6.07,0.76,379.69208379,-2.83,0.85,12.865,,7.093549,34.70155,1468.43607,3.86743926,0.0,93.3285137014,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150025,待评,未完成护城河初评,待核验
,389,601688,华泰证券,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,19.6,9.21,0.99,1769.26530206,0.0,0.7,8.405,,0.787057,37.898723,375.410080215,0.21218416,0.0,80.7864970756,,金融特殊口径,36.0,金融特殊口径：ROE 40分、股本稳定性20分,30,66.0,一致,20260804150021,待评,未完成护城河初评,待核验
,59,601699,潞安环能,SH,煤炭开采,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,14.74,15.33,0.96,440.93371608,0.41,0.81,12.795,44.418686,2.241431,11.31447,438.5797123254,0.99466132,0.0,41.5632463294,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,78,一致,20260804150024,待评,未完成护城河初评,待核验
,281,601717,中创智领,SH,专用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,15.99,8.0,1.25,285.48544881,-2.26,1.38,11.358,22.103938,0.980412,6.194191,80.1403146921,0.28071594,0.0,51.4834317653,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,70,一致,20260804150027,待评,未完成护城河初评,待核验
,547,601799,星宇股份,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,95.02,19.11,2.45,271.45258393,-2.4,1.15,14.734,20.83216,0.964336,11.777707,10.993415603599999,0.04049847,0.0,41.0797807339,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,60,一致,20260804150023,待评,未完成护城河初评,待核验
,106,601801,皖新传媒,SH,出版,保留,通过,普通行业,淘汰,综合得分未进入前50,5.59,8.18,0.93,109.44835615,-1.76,0.64,8.567,21.493104,1.596216,8.848859,49.4040236961,0.45139119,0.0,37.6432764605,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,76,一致,20260804150025,待评,未完成护城河初评,待核验
,93,601811,新华文轩,SH,出版,保留,通过,普通行业,淘汰,综合得分未进入前50,12.38,14.85,1.02,152.7495158,-2.21,0.32,11.481,36.713092,1.323258,12.55175,87.04567307379999,0.56985891,0.0,33.2427727834,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,76,一致,20260804150008,待评,未完成护城河初评,待核验
,210,601825,沪农商行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,8.57,5.76,0.64,826.52888894,-2.17,0.28,11.87,,3.548739,41.29077,1981.11383,2.39690815,0.0,91.6682556604,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150026,待评,未完成护城河初评,待核验
44,47,601827,三峰环境,SH,环境治理,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,8.41,8.18,1.17,140.60959053,-0.47,0.59,12.296,33.020055,1.781918,17.088213,33.6038573331,0.23898695,0.0,48.9248112236,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,79,一致,20260804150023,3/5,垃圾焚烧项目特许经营、运营和规模,初评达到★★★
,,601858,中国科传,SH,出版,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,23.94,126.14,3.46,189.2457,10.02,2.79,11.028,27.591838,0.957888,17.439257,20.9980068341,0.11095632,0.0,25.0043619293,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,47,一致,20260804150027,待评,未完成护城河初评,待核验
,225,601860,紫金银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,2.63,5.62,0.48,96.28704249,-2.95,1.79,10.215,,1.857913,32.595873,106.43356,1.10537781,0.0,93.0079992028,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150008,待评,未完成护城河初评,待核验
,,601869,长飞光纤,SH,通信设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,284.0,118.72,16.52,2351.25050672,8.27,3.48,12.757,25.12393,2.080924,8.794619,6.99403347,0.0029746,0.0,51.123220113,60,通过,39,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,39,一致,20260804150026,待评,未完成护城河初评,待核验
,319,601872,招商轮船,SH,航运港口,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,16.78,12.26,3.15,1354.90756064,-1.47,1.42,10.627,24.293906,1.637529,16.427276,149.90701851309998,0.11064003,0.0,46.6761838005,70,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,68,一致,20260804150027,待评,未完成护城河初评,待核验
,,601877,正泰电器,SH,电网设备,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,25.88,10.97,1.26,556.15317099,0.0,0.98,14.579,23.748658,2.711933,10.525667,226.7598551247,0.40772914,0.0,66.1320072341,60,不通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,80,一致,20260804150027,4/5,低压电器品牌、渠道和制造规模,初评达到★★★
,469,601878,浙商证券,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,9.58,14.58,1.18,438.16971802,-0.31,0.45,8.151,,1.272722,19.255987,96.2719240491,0.21971378,0.0,78.9473412591,,金融特殊口径,36.0,金融特殊口径：ROE 40分、股本稳定性20分,27,63.0,一致,20260804150020,待评,未完成护城河初评,待核验
,391,601881,中国银河,SH,证券Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,12.61,10.38,1.16,1378.82812448,0.32,0.44,8.335,,1.856207,32.80815,992.931603537,0.72012718,0.0,82.7289169808,,金融特殊口径,36.0,金融特殊口径：ROE 40分、股本稳定性20分,30,66.0,一致,20260804150027,待评,未完成护城河初评,待核验
,485,601882,海天精工,SH,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,19.43,22.77,3.49,101.4246,-0.46,0.72,15.911,26.846171,0.877886,11.400218,11.6772806004,0.11513263,0.0,44.9078819386,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,62,一致,20260804150026,待评,未完成护城河初评,待核验
,320,601888,中国中免,SH,旅游零售Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,56.82,19.0,2.06,1180.60405312,-1.98,1.91,18.844,31.733062,1.197382,9.24898,246.9401522645,0.20916424,0.0,18.4806820019,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,68,一致,20260804150027,待评,未完成护城河初评,待核验
,101,601898,中煤能源,SH,煤炭开采,周期,通过,周期行业（本次保留）,淘汰,行业分散上限：同一细分行业最多入选3家,13.53,11.67,1.09,1793.89715802,0.3,0.38,8.676,24.060612,2.305234,6.430666,1210.03629,0.67452935,0.0,45.8167364605,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,76,一致,20260804150025,待评,未完成护城河初评,待核验
,272,601899,紫金矿业,SH,工业金属,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,32.12,10.63,4.51,8540.93753659,-1.32,1.0,18.265,19.016966,1.564208,6.381082,847.49004879,0.09922682,0.0,51.5585878245,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,70,一致,20260804150025,待评,未完成护城河初评,待核验
20,20,601900,南方传媒,SH,出版,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,11.83,8.69,1.21,104.33706212,-1.74,0.85,13.031,32.969629,1.697973,11.075819,57.0906545355,0.54717522,0.0,46.0118427296,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,81,一致,20260804150012,3/5,出版发行资质、内容版权和区域渠道,初评达到★★★
,211,601916,浙商银行,SH,银行Ⅱ,金融,金融特殊口径通过,金融行业（特殊口径）,淘汰,综合得分未进入前50,2.99,3.43,0.46,821.19261529,-2.29,0.85,11.178,,2.676989,25.775492,1541.63,1.87730621,0.0,94.0439666633,,金融特殊口径,41.33,金融特殊口径：ROE 40分、股本稳定性20分,30,71.33,一致,20260804150025,待评,未完成护城河初评,待核验
3,3,601919,中远海控,SH,航运港口,周期,通过,周期行业（本次保留）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,15.36,9.98,1.02,2345.18368742,-2.29,0.64,22.981,30.50165,1.508304,10.380041,4188.7118107113,1.78609114,0.0,41.4157469326,70,通过,56,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,86,一致,20260804150026,待评,未完成护城河初评,待核验
,142,601928,凤凰传媒,SH,出版,保留,通过,普通行业,淘汰,综合得分未进入前50,9.76,14.68,1.22,248.38224,-1.51,0.45,11.4,38.389266,1.089016,13.955934,92.63794902209999,0.37296527,0.0,33.9251749277,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,74,一致,20260804150025,待评,未完成护城河初评,待核验
