SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,ACCEPT_DEPOSIT_INTERBANK,ACCOUNTS_PAYABLE,ACCOUNTS_RECE,ACCRUED_EXPENSE,ADVANCE_RECEIVABLES,AGENT_TRADE_SECURITY,AGENT_UNDERWRITE_SECURITY,AMORTIZE_COST_FINASSET,AMORTIZE_COST_FINLIAB,AMORTIZE_COST_NCFINASSET,AMORTIZE_COST_NCFINLIAB,APPOINT_FVTPL_FINASSET,APPOINT_FVTPL_FINLIAB,ASSET_BALANCE,ASSET_OTHER,ASSIGN_CASH_DIVIDEND,AVAILABLE_SALE_FINASSET,BOND_PAYABLE,BORROW_FUND,BUY_RESALE_FINASSET,CAPITAL_RESERVE,CIP,CONSUMPTIVE_BIOLOGICAL_ASSET,CONTRACT_ASSET,CONTRACT_LIAB,CONVERT_DIFF,CREDITOR_INVEST,CURRENT_ASSET_BALANCE,CURRENT_ASSET_OTHER,CURRENT_LIAB_BALANCE,CURRENT_LIAB_OTHER,DEFER_INCOME,DEFER_INCOME_1YEAR,DEFER_TAX_ASSET,DEFER_TAX_LIAB,DERIVE_FINASSET,DERIVE_FINLIAB,DEVELOP_EXPENSE,DIV_HOLDSALE_ASSET,DIV_HOLDSALE_LIAB,DIVIDEND_PAYABLE,DIVIDEND_RECE,EQUITY_BALANCE,EQUITY_OTHER,EXPORT_REFUND_RECE,FEE_COMMISSION_PAYABLE,FIN_FUND,FINANCE_RECE,FIXED_ASSET,FIXED_ASSET_DISPOSAL,FVTOCI_FINASSET,FVTOCI_NCFINASSET,FVTPL_FINASSET,FVTPL_FINLIAB,GENERAL_RISK_RESERVE,GOODWILL,HOLD_MATURITY_INVEST,HOLDSALE_ASSET,HOLDSALE_LIAB,INSURANCE_CONTRACT_RESERVE,INTANGIBLE_ASSET,INTEREST_PAYABLE,INTEREST_RECE,INTERNAL_PAYABLE,INTERNAL_RECE,INVENTORY,INVEST_REALESTATE,LEASE_LIAB,LEND_FUND,LIAB_BALANCE,LIAB_EQUITY_BALANCE,LIAB_EQUITY_OTHER,LIAB_OTHER,LOAN_ADVANCE,LOAN_PBC,LONG_EQUITY_INVEST,LONG_LOAN,LONG_PAYABLE,LONG_PREPAID_EXPENSE,LONG_RECE,LONG_STAFFSALARY_PAYABLE,MINORITY_EQUITY,MONETARYFUNDS,NONCURRENT_ASSET_1YEAR,NONCURRENT_ASSET_BALANCE,NONCURRENT_ASSET_OTHER,NONCURRENT_LIAB_1YEAR,NONCURRENT_LIAB_BALANCE,NONCURRENT_LIAB_OTHER,NOTE_ACCOUNTS_PAYABLE,NOTE_ACCOUNTS_RECE,NOTE_PAYABLE,NOTE_RECE,OIL_GAS_ASSET,OTHER_COMPRE_INCOME,OTHER_CREDITOR_INVEST,OTHER_CURRENT_ASSET,OTHER_CURRENT_LIAB,OTHER_EQUITY_INVEST,OTHER_EQUITY_OTHER,OTHER_EQUITY_TOOL,OTHER_NONCURRENT_ASSET,OTHER_NONCURRENT_FINASSET,OTHER_NONCURRENT_LIAB,OTHER_PAYABLE,OTHER_RECE,PARENT_EQUITY_BALANCE,PARENT_EQUITY_OTHER,PERPETUAL_BOND,PERPETUAL_BOND_PAYBALE,PREDICT_CURRENT_LIAB,PREDICT_LIAB,PREFERRED_SHARES,PREFERRED_SHARES_PAYBALE,PREMIUM_RECE,PREPAYMENT,PRODUCTIVE_BIOLOGY_ASSET,PROJECT_MATERIAL,RC_RESERVE_RECE,REINSURE_PAYABLE,REINSURE_RECE,SELL_REPO_FINASSET,SETTLE_EXCESS_RESERVE,SHARE_CAPITAL,SHORT_BOND_PAYABLE,SHORT_FIN_PAYABLE,SHORT_LOAN,SPECIAL_PAYABLE,SPECIAL_RESERVE,STAFF_SALARY_PAYABLE,SUBSIDY_RECE,SURPLUS_RESERVE,TAX_PAYABLE,TOTAL_ASSETS,TOTAL_CURRENT_ASSETS,TOTAL_CURRENT_LIAB,TOTAL_EQUITY,TOTAL_LIAB_EQUITY,TOTAL_LIABILITIES,TOTAL_NONCURRENT_ASSETS,TOTAL_NONCURRENT_LIAB,TOTAL_OTHER_PAYABLE,TOTAL_OTHER_RECE,TOTAL_PARENT_EQUITY,TRADE_FINASSET,TRADE_FINASSET_NOTFVTPL,TRADE_FINLIAB,TRADE_FINLIAB_NOTFVTPL,TREASURY_SHARES,UNASSIGN_RPOFIT,UNCONFIRM_INVEST_LOSS,USERIGHT_ASSET,ACCEPT_DEPOSIT_INTERBANK_YOY,ACCOUNTS_PAYABLE_YOY,ACCOUNTS_RECE_YOY,ACCRUED_EXPENSE_YOY,ADVANCE_RECEIVABLES_YOY,AGENT_TRADE_SECURITY_YOY,AGENT_UNDERWRITE_SECURITY_YOY,AMORTIZE_COST_FINASSET_YOY,AMORTIZE_COST_FINLIAB_YOY,AMORTIZE_COST_NCFINASSET_YOY,AMORTIZE_COST_NCFINLIAB_YOY,APPOINT_FVTPL_FINASSET_YOY,APPOINT_FVTPL_FINLIAB_YOY,ASSET_BALANCE_YOY,ASSET_OTHER_YOY,ASSIGN_CASH_DIVIDEND_YOY,AVAILABLE_SALE_FINASSET_YOY,BOND_PAYABLE_YOY,BORROW_FUND_YOY,BUY_RESALE_FINASSET_YOY,CAPITAL_RESERVE_YOY,CIP_YOY,CONSUMPTIVE_BIOLOGICAL_ASSET_YOY,CONTRACT_ASSET_YOY,CONTRACT_LIAB_YOY,CONVERT_DIFF_YOY,CREDITOR_INVEST_YOY,CURRENT_ASSET_BALANCE_YOY,CURRENT_ASSET_OTHER_YOY,CURRENT_LIAB_BALANCE_YOY,CURRENT_LIAB_OTHER_YOY,DEFER_INCOME_1YEAR_YOY,DEFER_INCOME_YOY,DEFER_TAX_ASSET_YOY,DEFER_TAX_LIAB_YOY,DERIVE_FINASSET_YOY,DERIVE_FINLIAB_YOY,DEVELOP_EXPENSE_YOY,DIV_HOLDSALE_ASSET_YOY,DIV_HOLDSALE_LIAB_YOY,DIVIDEND_PAYABLE_YOY,DIVIDEND_RECE_YOY,EQUITY_BALANCE_YOY,EQUITY_OTHER_YOY,EXPORT_REFUND_RECE_YOY,FEE_COMMISSION_PAYABLE_YOY,FIN_FUND_YOY,FINANCE_RECE_YOY,FIXED_ASSET_DISPOSAL_YOY,FIXED_ASSET_YOY,FVTOCI_FINASSET_YOY,FVTOCI_NCFINASSET_YOY,FVTPL_FINASSET_YOY,FVTPL_FINLIAB_YOY,GENERAL_RISK_RESERVE_YOY,GOODWILL_YOY,HOLD_MATURITY_INVEST_YOY,HOLDSALE_ASSET_YOY,HOLDSALE_LIAB_YOY,INSURANCE_CONTRACT_RESERVE_YOY,INTANGIBLE_ASSET_YOY,INTEREST_PAYABLE_YOY,INTEREST_RECE_YOY,INTERNAL_PAYABLE_YOY,INTERNAL_RECE_YOY,INVENTORY_YOY,INVEST_REALESTATE_YOY,LEASE_LIAB_YOY,LEND_FUND_YOY,LIAB_BALANCE_YOY,LIAB_EQUITY_BALANCE_YOY,LIAB_EQUITY_OTHER_YOY,LIAB_OTHER_YOY,LOAN_ADVANCE_YOY,LOAN_PBC_YOY,LONG_EQUITY_INVEST_YOY,LONG_LOAN_YOY,LONG_PAYABLE_YOY,LONG_PREPAID_EXPENSE_YOY,LONG_RECE_YOY,LONG_STAFFSALARY_PAYABLE_YOY,MINORITY_EQUITY_YOY,MONETARYFUNDS_YOY,NONCURRENT_ASSET_1YEAR_YOY,NONCURRENT_ASSET_BALANCE_YOY,NONCURRENT_ASSET_OTHER_YOY,NONCURRENT_LIAB_1YEAR_YOY,NONCURRENT_LIAB_BALANCE_YOY,NONCURRENT_LIAB_OTHER_YOY,NOTE_ACCOUNTS_PAYABLE_YOY,NOTE_ACCOUNTS_RECE_YOY,NOTE_PAYABLE_YOY,NOTE_RECE_YOY,OIL_GAS_ASSET_YOY,OTHER_COMPRE_INCOME_YOY,OTHER_CREDITOR_INVEST_YOY,OTHER_CURRENT_ASSET_YOY,OTHER_CURRENT_LIAB_YOY,OTHER_EQUITY_INVEST_YOY,OTHER_EQUITY_OTHER_YOY,OTHER_EQUITY_TOOL_YOY,OTHER_NONCURRENT_ASSET_YOY,OTHER_NONCURRENT_FINASSET_YOY,OTHER_NONCURRENT_LIAB_YOY,OTHER_PAYABLE_YOY,OTHER_RECE_YOY,PARENT_EQUITY_BALANCE_YOY,PARENT_EQUITY_OTHER_YOY,PERPETUAL_BOND_PAYBALE_YOY,PERPETUAL_BOND_YOY,PREDICT_CURRENT_LIAB_YOY,PREDICT_LIAB_YOY,PREFERRED_SHARES_PAYBALE_YOY,PREFERRED_SHARES_YOY,PREMIUM_RECE_YOY,PREPAYMENT_YOY,PRODUCTIVE_BIOLOGY_ASSET_YOY,PROJECT_MATERIAL_YOY,RC_RESERVE_RECE_YOY,REINSURE_PAYABLE_YOY,REINSURE_RECE_YOY,SELL_REPO_FINASSET_YOY,SETTLE_EXCESS_RESERVE_YOY,SHARE_CAPITAL_YOY,SHORT_BOND_PAYABLE_YOY,SHORT_FIN_PAYABLE_YOY,SHORT_LOAN_YOY,SPECIAL_PAYABLE_YOY,SPECIAL_RESERVE_YOY,STAFF_SALARY_PAYABLE_YOY,SUBSIDY_RECE_YOY,SURPLUS_RESERVE_YOY,TAX_PAYABLE_YOY,TOTAL_ASSETS_YOY,TOTAL_CURRENT_ASSETS_YOY,TOTAL_CURRENT_LIAB_YOY,TOTAL_EQUITY_YOY,TOTAL_LIAB_EQUITY_YOY,TOTAL_LIABILITIES_YOY,TOTAL_NONCURRENT_ASSETS_YOY,TOTAL_NONCURRENT_LIAB_YOY,TOTAL_OTHER_PAYABLE_YOY,TOTAL_OTHER_RECE_YOY,TOTAL_PARENT_EQUITY_YOY,TRADE_FINASSET_NOTFVTPL_YOY,TRADE_FINASSET_YOY,TRADE_FINLIAB_NOTFVTPL_YOY,TRADE_FINLIAB_YOY,TREASURY_SHARES_YOY,UNASSIGN_RPOFIT_YOY,UNCONFIRM_INVEST_LOSS_YOY,USERIGHT_ASSET_YOY,OPINION_TYPE,OSOPINION_TYPE,LISTING_STATE
688271.SH,688271,联影医疗,10477590,通用,2026-03-31 00:00:00,一季报,2026一季报,058001001,2026-04-29 00:00:00,2026-04-29 00:00:00,CNY,,2617782338.54,5724764387.23,,,,,,,,,,,0,,,,,,,13993493176.85,3187675392.92,,44093580.11,2622164948.22,,,0,,0,,474915701.22,,507916566.02,10186724.46,,,487311773.36,,,,,0.0,,,,,,3168780480.64,,,,,,,22104603.13,,,,,1591937372.16,,,,,6623777828.12,,244207762.17,,0,,,,,,187442884.87,,,57916674.63,181232181.59,,-16912223.07,7045475945.16,281716246.31,0,,64828138.32,0,,2875559982.47,5815928852.16,257777643.93,91164464.93,,-97586531.69,,359979240.06,203267587.32,,,,696728890.06,130880900.0,1326687142.79,,,0.0,,,,,2703456.42,,,,330472999.55,,,,,,,,824157988,,,1319501252.51,,,765225074.75,,412078994.0,560335731.15,33232369227.43,22752130959.88,9228690200.65,21944978239.72,33232369227.43,11287390987.71,10480238267.55,2058700787.06,817807485.91,376124809.95,21961890462.79,,1874561458.46,,,449839312.68,7279586148.31,,260310548.17,,32.6912833939,16.6621389647,,,,,,,,,,,,,,,,,,0.2341073817,57.3031042069,,-31.9947081422,-1.7436649342,,,,,,,,4.7492031764,20.3199911151,-15.5087878596,,,-0.998718162,,,,,,,,,,,,2.1980918151,,,,,,0.0,,,,,59.8143049102,,,,,7.914508195,,196.9843200543,,,,,,,,2.4239875345,,,-10.6932765414,55.7041607428,,-1039.4330282446,-1.9490451028,-5.4581098839,,,108.1263764239,,,11.2949900679,17.829738935,-57.8030357689,217.1616603467,,-487.1976594176,,134.9918523528,45.5071594797,,,,635.2138250678,80.6348010959,170.1006791433,,,,,,,,,,,,7.8456866651,,,,,,,,0.0,,,136.0070001798,,,19.8714935911,,0.0,128.5145514088,15.206087133,7.4298981119,22.7598357137,8.1949733939,15.206087133,31.8125997353,36.6850662003,96.9045960837,25.4815942819,102.8544218076,8.2704323817,-1.893326919,,,,0.0,31.0762525202,,241.2019297367,,,0
688271.SH,688271,联影医疗,10477590,通用,2025-12-31 00:00:00,年报,2025年报,058001001,2026-04-29 00:00:00,2026-04-29 00:00:00,CNY,,2349170643.63,5590248672.01,,,,,,,,,,,0,,,,,,,13957021962.83,2868572615.9,,39544383.52,2975154056.73,,,0,,0,,475087466.2,,474663559.66,10358896.33,,,429588646.46,,,,,0.0,,,,,,3228066733.05,,,,,,,22104603.13,,,,,1512812075.51,,,,,5728954000.61,,252568441.01,,0,,,,,,189899425.7,,,58610076.19,175204564.76,,-10486424.01,5502937108.96,325604781.54,0,,58753856.21,0,,2769312046.62,5681852637.95,420141402.99,91603965.94,,-52269467.74,,243037673.1,187384320.84,,,,556180212.23,130880900.0,1202627471.57,,,0.0,,,,,2721872.01,,,,264137851.08,,,,,,,,824157988,,,944721233.21,,,806276577.83,,412078994.0,639996649.6,32784579366.01,22872992661.24,9279834612.96,21561380605.93,32784579366.01,11223198760.08,9911586704.77,1943364147.12,898235871.92,160381814.73,21571867029.94,,4926542409.75,,,449839312.68,6880716865.53,,265003292.18,,12.5180524519,28.2517694833,,,,,,,,,,,,,,,,,,0.068440504,62.0594078705,,-21.3106900041,39.0710593472,,,,,,,,2.9604098333,8.0402340071,-14.9509400479,,,30.5069709864,,,,,,,,,,,,9.6477752583,,,,,,0.0,,,,,50.6284124651,,,,,3.6280339825,,200.6858743082,,,,,,,,1.1180108448,,,-13.7404069153,52.8762905064,,-440.9492785332,-34.4888210384,12.0593564064,,,7.8068851337,,,6.1921784537,30.3217780919,-19.2057309914,8574.2237038468,,-264.7666155394,,8.0012888988,39.4692420001,,,,472.0387528216,58.9008850274,145.2072412469,,,,,,,,,,,,34.9172713897,,,,,,,,0.0,,,69.4599549209,,,39.4397942852,,0.0,95.8958868609,16.9387330382,9.4724149218,31.1498900898,8.3146764234,16.9387330382,38.0561021665,38.7818296288,84.4322817177,32.6122978835,16.6474497501,8.384101611,188.7796600563,,,,0.0,32.7395804715,,219.8702214471,标准无保留意见,,0
688271.SH,688271,联影医疗,10477590,通用,2025-09-30 00:00:00,三季报,2025三季报,058001001,2025-10-30 00:00:00,2025-10-30 00:00:00,CNY,,2082449094.11,5210478593.03,,,,,,,,,,,0,,,,,,,13920051257.78,2348847089.14,,44825771.79,2573182190.82,,,0,,0,,463887360.34,,450667838.19,10934188.51,,,705668840.15,,,106603103.36,,0.0,,,,,,3181081941.35,,,,,,,22104603.13,,,,,1115221259.42,,,,,6249174146.65,,190335541.61,,0,,,,,,189619042.52,,,62016304.55,49486061.99,2658003.34,-3161188.65,4973867210.48,373617777.38,0,,44865582.66,0,,2449718872.01,5252938910.62,367269777.9,42460317.59,,-29594733.89,,195502840.76,127767111.6,,,,111640636.12,128309619.1,912032759.7,,,0.0,,,,,,,,,294118121.7,,,,,,,,824157988,,,644489993.39,,,579922772.69,,412078994.0,231677378.98,29757060578.89,21210431619.4,7371869330.95,20805343394.44,29757060578.89,8951717184.45,8546628959.49,1579847853.5,720245428.8,216962514.13,20808504583.09,,3609424325.89,,,449839312.68,6131650389.88,,181965723.83,,-7.1702702412,25.2917838615,,,,,,,,,,,,,,,,,,-0.5045805882,80.8961459991,,-31.1657420863,14.3369484527,,,,,,,,-2.608624181,12.6041135984,-12.3195911967,,,272.7013131806,,,8.4750558365,,100.0,,,,,,,10.5209396832,,,,,,0.0,,,,,11.6370344327,,,,,13.9844852989,,118.0962013445,,,,,,,,2.8807844652,,,-10.6231357507,-74.2636766863,-82.1264870102,-130.8396028012,-20.6789764607,73.0115805743,,,-4.620263498,,,-6.7922195611,26.3076553342,-4.5890373484,25017.3143663338,,-4.7414080326,,6.8443382585,-29.5365266955,,,,37.6599612629,224.4594212216,,,,,,,,,,,,,7.3198805186,,,,,,,,0.0,,,,,,12.6066576637,,0.0,174.1799766412,14.3197519029,8.2771149389,18.8364639929,8.1618707023,14.3197519029,31.7533633365,32.6982333792,167.3513872794,44.9904757277,88.8746426822,8.2359832663,27.8047348182,,,,-20.5814031217,33.502378842,,109.9333590122,,,0
688271.SH,688271,联影医疗,10477590,通用,2025-06-30 00:00:00,中报,2025中报,058001001,2025-08-30 00:00:00,2025-08-30 00:00:00,CNY,,2201425281.12,5080080731.16,,,,,,,,,,,0,,,,,,,13909050564.95,2041634560.74,,69456937.34,2463244541.28,,,0,,0,,470127561.22,,453295427.17,11179586.43,,,564909459.25,,,65601909.76,,0.0,,,,,,3145113459.37,,,,,,,22104603.13,,,,,1071105861.3,,,,,5962281307.39,,77049569.56,,0,,,,,,186725969.65,,,63760731.99,41001381.52,3171240.43,-7048669.94,6565796074.82,385099880.04,0,,36950384.05,0,,2554698801.71,5106577185.4,353273520.59,26496454.24,,-17645013.0,,169734970.45,133602563.75,,,,83152161.64,138370307.25,556100672.36,,,0.0,,,,,,,,,335576410.88,,,,,,,,824157988,,,76287236.84,,,517343652.8,,412078994.0,410114365.05,28679059289.45,20799367994.14,6774638880.76,20786791778.69,28679059289.45,7892267510.76,7879691295.31,1117628630.0,582397335.28,168865064.18,20793840448.63,,2035980163.64,,,449839312.68,6116037227.36,,68517372.3,,-8.9428159856,10.0824903171,,,,,,,,,,,,,,,,,,-0.3717339281,65.2109982449,,18.0232614667,13.6064674247,,,,,,,,-1.8395795846,11.2031112023,2.3116145644,,,164.67222715,,,-67.9598979002,,,,,,,,,22.1044461252,,,,,,0.0,,,,,21.0134743602,,,,,32.1255727324,,-14.9912716456,,,,,,,,180.3086001595,,,-15.5965330428,-79.1614594194,-80.952330719,-120.2359019045,-13.5321644885,72.7454154893,,,-29.7784183054,,,-4.9244911118,10.6347174536,31.1376021098,2795.7903868402,,2.8610455288,,20.1969684136,-30.4698843975,,,,-43.8043964969,230.1562554745,,,,,,,,,,,,,49.5977168938,,,,,,,,0.0,,,1170.1663817891,,,16.9917057308,,0.0,28.8015292016,7.394021399,0.2705699411,4.4709755376,5.9325840147,7.394021399,11.4434221061,32.1812362015,87.1600690508,-5.7720429459,38.7699584905,6.1569459664,-37.3397200098,,,,-19.8761280653,23.0532102895,,-26.0629983677,,,0
688271.SH,688271,联影医疗,10477590,通用,2025-03-31 00:00:00,一季报,2025一季报,058001001,2025-04-29 00:00:00,2025-04-29 00:00:00,CNY,,1972836701.54,4907131343.58,,,,,,,,,,,0,,,,,,,13960809890.35,2026454219.7,,64838454.34,2668698101.21,,,0,,0,,453383593.21,,422138134.58,12056549.08,604893.66,,492227741.21,,,,,0.0,,,,,,3100625877.02,,,,,,,22104603.13,,,,,996116945.26,,,,,6137986392.11,,82229176.99,,0,,,,,,183006822.31,,,64851415.87,116395207.89,6680341.74,-1484266.53,7185525069.64,297980340.74,0,,31148449.05,0,,2583728145.1,4935875191.38,610891443.56,28743847.8,,-16619026.0,,153187966.5,139695935.27,,,,94765477.24,72456082.22,491182453.52,,,0.0,,,,,,,,,306431355.55,,,,,,,,824157988,,,559094116.49,,,638371185.53,,412078994.0,245207899.32,28846018517.29,21178583764.62,7517678845.85,20282807556.9,28846018517.29,8563210960.39,7667434752.67,1045532114.54,651735013.88,185416125.81,20284291823.43,,1910737974.89,,,449839312.68,5553703289.76,,76292226.24,,18.6497399721,32.8451833759,,,,,,,,,,,,,,,,,,0.210413859,83.1104088758,,-9.86995101,32.0925366358,,,,,,,,-8.2240643302,5.9012941787,20.1238328252,,,185.0446676443,,,,,,,,,,,,30.5422968596,,,,,,0.0,,,,,16.5011308207,,,,,45.141584067,,-24.3829432936,,,,,,,,164.9509022802,,,-13.2947302822,-42.0027609581,-62.9011612447,-103.401835267,18.3803002924,43.1654533284,,,-40.7578009183,,,34.6876782412,33.4705085394,139.0303234328,579.6039136578,,14.1248010992,,33.4074475551,-8.6859387065,,,,-46.0146885543,152.9329928875,,,,,,,,,,,,,97.6778985008,,,,,,,,0.0,,,7228.3560460387,,,-0.0652592135,,0.0,-13.1193784129,13.8011039121,7.1208804059,37.9823928961,5.2631887749,13.8011039121,40.8634203513,37.4827506567,65.7471979776,73.5931186696,87.8391869682,5.5098048407,-62.7185661212,,,,-12.041700129,21.0465322469,,-22.1249267147,,,0
688271.SH,688271,联影医疗,10477590,通用,2024-12-31 00:00:00,年报,2024年报,058001001,2025-04-29 00:00:00,2026-04-29 00:00:00,CNY,,2087816659.14,4358808221.15,,,,,,,,,,,0,,,,,,,13947476239.79,1770074723.58,,50253819.13,2139304950.07,,,0,,0,,461427326.26,,439339625.67,12179906.91,489944.97,,329169118.87,,,,,0.0,,,,,,2944033041.66,,,,,,,22104603.13,,,,,1004333811.1,,,,,5528382408.16,,83997441.38,,0,,,,,,187799803.53,,,67946154.27,114605452.67,5642483.55,3075655.14,8399997063.38,290564565.05,0,,54499168.71,0,,2607830526.64,4359864269.15,520013867.5,1056048.0,,-14329564.58,,225032196.91,134355301.68,,,,97227715.69,82366375.73,490453489.65,,,0.0,,,,,,,,,195777640.89,,,,,,,,824157988,,,557489368.89,,,578225593.32,,412078994.0,326702443.76,28035688872.48,20893841318.46,7075747152.06,19906241072.67,28035688872.48,8129447799.81,7141847554.02,1053700647.75,677339798.99,137492774.23,19903165417.53,,1705986636.59,,,449839312.68,5183621073.0,,82847128.12,,30.5134593798,35.0455727733,,,,,,,,,,,,,,,,,,0.2665233091,108.1926949451,,-25.7537696711,-6.1843901301,,,,,,,,-10.250963983,9.9986377563,38.7975164066,,,162.4572618377,,,,,,,,,,,,33.0947029685,,,,,,0.0,,,,,21.2888568653,,,,,41.9929557431,,-28.3790471867,,,,,,,,155.7771243784,,,-8.8237018451,-49.301686809,-65.9776913724,-79.5804633367,10.7561154978,51.3375517957,,,5.7840401904,,,35.9173120734,34.8725826909,63.0165689792,-78.5480361985,,29.7496360477,,102.8332804889,-11.5080655266,,,,-41.153696179,187.5282969817,,,,,,,,,,,,,32.5773085725,,,,,,,,0.0,,,5972.8143132891,,,1.1638149834,,0.0,-18.1490684428,10.6549321097,3.2926706397,22.0387081446,5.4276920166,10.6549321097,25.9457004063,39.8077630669,60.4364923069,62.9431383172,72.0628033975,5.4955599111,-65.3210403372,,,,-7.1850498462,22.6957815145,,-19.7946733104,标准无保留意见,,0
688271.SH,688271,联影医疗,10477590,通用,2024-09-30 00:00:00,三季报,2024三季报,058001001,2024-10-31 00:00:00,2024-10-31 00:00:00,CNY,,2243299748.39,4158675399.49,,,,,,,,,,,0,,,,,,,13990645338.32,1298450597.81,,65121311.9,2250525508.72,,,0,,0,,476312565.09,,400223245.66,12470503.57,,,189338973.38,,,98274301.44,,-0.01,,,,,,2878261757.88,,,,,,,22104603.13,,,,,998970695.6,,,,,5482477839.21,,87271369.44,,0,,,,,,184309483.55,,,69387424.89,192281008.39,14871185.88,10250419.47,6270553490.8,215949577.56,0,,47038903.97,0,,2628234317.43,4158844447.49,384934569.04,169048.0,,-28255046.83,,182979130.15,181323891.1,,,,81098843.19,39545659.86,,,,0.0,,,,,,,,,274057444.23,,,,,,,,824157988,,,,,,514998655.25,,412078994.0,84498285.33,26029675610.35,19589025466.15,6203373176.26,19235376810.1,26029675610.35,6794298800.24,6440650144.2,590925623.98,496753614.46,114871171.19,19225126390.64,,2824171053.62,,,566415588.24,4592914705.39,,86677850.86,,24.7180927752,59.0534304241,,,,,,,,,,,,,,,,,,0.6468236425,162.588800978,,-6.9272431278,-2.8839808451,,,,,,,,-7.3843642959,18.2152645532,36.76881146,,,527.5280899621,,,,,-133.3333333333,,,,,,,34.0202682785,,,,,,0.0,,,,,21.6583196166,,,,,24.0044114528,,-31.3219867078,,,,,,,,468.7716651238,,,-9.2895108974,17.3665839973,-59.9761626699,339.6586042732,-22.6106512464,34.411066849,,,102.964825255,,,27.200134094,57.4679177335,43.8881614254,-99.3604816045,,-18.6617142718,,40.741389081,-10.9610336148,,,,-63.0880669177,136.2212950376,,,,100.0,,,,,,,,,17.8208881077,,,,,,,,0.0,,,,,,7.327049905,,1.0322917105,-61.6880716001,7.3627882264,-0.9352983267,11.4116283232,6.9286431851,7.3627882264,8.6112395523,44.0659517872,-14.0642537506,103.5343938028,22.90770714,6.8462575865,-27.9986591426,,,,30.3103826778,38.3832948232,,-19.2769766819,,,0
688271.SH,688271,联影医疗,10477590,通用,2024-06-30 00:00:00,中报,2024中报,058001001,2024-08-31 00:00:00,2024-08-31 00:00:00,CNY,,2417629432.48,4614794520.48,,,,,,,,,,,0,,,,,,,13960948145.89,1235773999.57,,58850210.1,2168225627.57,,,0,,0,,478938007.02,,407628367.83,10926996.39,3372057.82,,213437376.99,,,204749378.0,,0.0,,,,,,2575756705.98,,,,,,,22104603.13,,,,,885112890.91,,,,,4512586915.68,,90637245.2,,0,,,,,,66614427.65,,,75542787.86,196757452.19,16648968.35,34832497.08,7593339229.53,222929146.31,0,,52619697.76,0,,2687020907.47,4615709519.52,269391474.99,914999.04,,-18164713.73,,141214019.53,192150642.34,,,,147969158.54,41910551.43,,,,0.0,,,,,,,,,224319206.1,,,,,,,,824157988,,,6006082.19,,,442205410.69,,412078994.0,318407993.75,26704521272.1,20743243013.74,6484709122.22,19622660932.92,26704521272.1,7081860339.18,5961278258.36,597151216.96,618072760.45,121687046.69,19587828435.84,,3249235662.46,,,561429823.37,4970237845.05,,92669936.28,,36.324920562,85.5343132729,,,,,,,,,,,,,,,,,,0.554156765,197.0636111078,,-21.8575015931,-3.2882981504,,,,,,,,-9.3963350454,23.9430045895,15.1870375888,1207.7981284535,,506.7823306196,,,334.7033836537,,,,,,,,,22.8266411912,,,,,,0.0,,,,,8.6358199459,,,,,10.767941365,,-29.7739036278,,,,,,,,147.3006119253,,,-5.1860723103,18.4870684588,-53.8904931073,1055.3905671937,-13.0778752189,55.6783299428,,,107.6242921288,,,26.2289999255,83.6760975763,-24.1697000833,-96.4343775234,,-12.7970676195,,32.0821460425,-3.7574655203,,,,-32.7502917204,150.3476935164,,,,,,,,,,,,,4.8254133336,,,,,,,,0.0,,,-0.0041053364,,,3.7417374164,,1.0322917105,18.4603404336,8.7246631272,2.558583387,16.3200067718,7.324714038,8.7246631272,12.8016420458,37.4879925631,-15.0889062813,122.1646092219,30.8919567687,7.1128409324,-23.9133332608,,,,,55.945435176,,-17.5788230638,,,0
