board_code,board_name,pe,pb,market_cap_yi,turnover_yi,change_pct
BK1368,钢铁管材,14.91,,255.76,3.49,0.03
BK1425,胶黏剂及胶带,50.46,,246.11,16.1,-3.89
BK1298,文字媒体,-31.95,,244.33,9.27,-4.15
BK1487,公路货运,-201.62,,242.52,2.63,-2.12
BK1469,涂料,-39.68,,241.8,2.68,-0.33
BK1414,锦纶,145987.41,,226.98,4.07,-1.38
BK1348,辅料,23.57,,223.03,10.58,-0.75
BK1524,汽车综合服务,-69.88,,222.9,5.27,-1.3
BK1584,熟食,149.73,,220.69,1.95,-0.21
BK1416,粘胶,66.64,,215.59,8.61,-0.75
BK1568,人力资源服务,10.91,,203.68,1.6,0.97
BK1599,其他医疗服务,-54.93,,198.04,3.95,-0.76
BK1502,林业Ⅲ,-44.6,,191.56,14.8,-3.75
BK1255,林业Ⅱ,-44.6,,191.56,14.8,-3.75
BK1458,个护小家电,40.0,,188.18,2.13,1.81
BK1534,印刷,360.9,,185.85,4.39,-1.32
BK1523,汽车经销商,85.45,,180.02,1.33,-0.22
BK1496,洗护用品,28.57,,177.22,1.21,0.37
BK1536,综合包装,-103.53,,173.24,5.18,-1.96
BK1341,房产租赁经纪,-30.64,,170.15,2.45,-0.44
BK1369,长材,-5.65,,169.92,1.06,-0.83
BK1351,印染,31.66,,167.89,8.34,-1.25
BK1260,渔业,-10.43,,155.09,2.5,-0.13
BK1565,会展服务,30.66,,145.78,2.01,-0.64
BK1452,卫浴电器,24.78,,145.05,2.64,2.01
BK1567,其他专业服务,60.19,,144.83,2.41,-3.27
BK1517,食用菌,14.99,,133.67,6.87,-2.52
BK1297,图片媒体,42.17,,128.21,7.08,-5.91
BK1295,其他数字媒体,-76.79,,117.91,25.05,-5.13
BK1559,餐饮,-86.96,,108.86,1.17,0.35
BK1378,其他能源发电,31.02,,107.0,0.78,-1.6
BK1514,水产养殖,-6.47,,103.69,1.8,0.34
BK1506,农业综合Ⅲ,49.91,,98.29,1.22,2.45
BK1257,农业综合Ⅱ,49.91,,98.29,1.22,2.45
BK1456,其他家电Ⅲ,51.63,,97.17,1.33,-0.52
BK1243,其他家电Ⅱ,51.63,,97.17,1.33,-0.52
BK1558,学历教育,178.77,,88.05,1.23,-0.72
BK1556,教育运营及其他,-232.77,,87.21,1.95,-0.07
BK1564,体育Ⅲ,-42.5,,84.49,4.11,-1.24
BK1273,体育Ⅱ,-42.5,,84.49,4.11,-1.24
BK1510,其他养殖,-307.88,,82.09,1.23,-1.07
BK1342,房地产综合服务,-5.56,,64.0,1.12,-0.24
BK1499,医美服务,-9.56,,59.17,0.18,-1.49
BK1356,其他饰品,-24.28,,52.08,0.89,-2.93
BK1513,海洋捕捞,44.72,,51.4,0.69,-0.74
BK1305,燃料电池,-7.82,,49.24,1.47,6.34
