序号,股票代码,股票简称,资产-货币资金,资产-应收账款,资产-存货,资产-总资产,资产-总资产同比,负债-应付账款,负债-预收账款,负债-总负债,负债-总负债同比,资产负债率,股东权益合计,公告日期
499,601126,四方股份,2712726894.49,1400178134.12,2362926621.18,12872747440.96,12.8512341628,3165736426.93,,7700922742.64,17.1742430007,59.8234586514,5171824698.32,2026-04-30
