序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
4959,601126,四方股份,163475563.85,-55.3951500144,1224656463.11,749.1373231988,-452391449.07,-276.7333774026,-605398094.96,-370.3294123613,2026-03-24
