序号,股票代码,股票简称,净利润,净利润同比,营业总收入,营业总收入同比,营业总支出-营业支出,营业总支出-销售费用,营业总支出-管理费用,营业总支出-财务费用,营业总支出-营业总支出,营业利润,利润总额,公告日期
499,601126,四方股份,270665536.47,12.08,2158066014.06,18.0520403825,1479322082.56,124351486.6,80395308.78,-10805800.63,1889352533.77,306042882.88,309642431.24,2026-04-30
