序号,股票代码,股票简称,净现金流-净现金流,净现金流-同比增长,经营性现金流-现金流量净额,经营性现金流-净现金流占比,投资性现金流-现金流量净额,投资性现金流-净现金流占比,融资性现金流-现金流量净额,融资性现金流-净现金流占比,公告日期
499,601126,四方股份,-1042238233.64,-110.768411161,14115916.45,1.3543848224,-1053703285.78,-101.100041408,-87780.0,-0.0084222587,2026-04-30
