股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
300760,2020-06-30,按产品分类,生命信息与支持类产品,5343433851,0.505798,1625282082.0,0.451988,3718151769.0,0.533564,0.695836
300760,2020-06-30,按产品分类,体外诊断类产品,3029703720,0.286785,1288848327.0,0.358427,1740855393.0,0.249817,0.574596
300760,2020-06-30,按产品分类,医学影像类产品,2105147183,0.199269,655307982.0,0.18224,1449839201.0,0.208056,0.688712
300760,2020-06-30,按产品分类,其他产品,62565272,0.005922,20451128.0,0.005687,42114144.0,0.006043,0.673123
300760,2020-06-30,按产品分类,其他(补充),23517007,0.002226,5959227.0,0.001657,17557780.0,0.00252,0.746599
300760,2020-06-30,按地区分类,境内,5551466510,0.52549,,,,,
300760,2020-06-30,按地区分类,欧洲,1254161870,0.118716,,,,,
300760,2020-06-30,按地区分类,其他,1238899973,0.117272,,,,,
300760,2020-06-30,按地区分类,拉丁美洲,865114800,0.08189,,,,,
300760,2020-06-30,按地区分类,北美,853113510,0.080754,,,,,
300760,2020-06-30,按地区分类,亚太,801610370,0.075879,,,,,
300760,2019-12-31,按行业分类,医疗器械行业,16519557457,0.997799,5744058403.0,0.998089,10775499054.0,0.997645,0.652287
300760,2019-12-31,按行业分类,其他(补充),36433857,0.002201,10998883.0,0.001911,25434974.0,0.002355,0.698114
300760,2019-12-31,按产品分类,生命信息与支持类产品,6340881993,0.382996,2184012734.0,0.379495,4156869259.0,0.384862,0.655566
300760,2019-12-31,按产品分类,体外诊断类产品,5813931900,0.351168,2178553873.0,0.378546,3635378027.0,0.33658,0.625287
300760,2019-12-31,按产品分类,医学影像类产品,4039418839,0.243985,1275692463.0,0.221665,2763726376.0,0.255878,0.684189
300760,2019-12-31,按产品分类,其他类产品,325324725,0.01965,105799333.0,0.018384,219525392.0,0.020325,0.674789
300760,2019-12-31,按产品分类,其他(补充),36433857,0.002201,10998883.0,0.001911,25434974.0,0.002355,0.698114
300760,2019-12-31,按地区分类,境内,9533845881,0.575855,,,,,
300760,2019-12-31,按地区分类,北美,1638951930,0.098994,,,,,
300760,2019-12-31,按地区分类,其他,1521089393,0.091875,,,,,
300760,2019-12-31,按地区分类,亚太,1449626290,0.087559,,,,,
300760,2019-12-31,按地区分类,欧洲,1361297640,0.082224,,,,,
300760,2019-12-31,按地区分类,拉丁美洲,1051180180,0.063492,,,,,
300760,2019-06-30,按产品分类,生命信息与支持类产品,3226486161,0.393207,1115815331.0,0.39113,2110670830.0,0.394313,0.65417
300760,2019-06-30,按产品分类,体外诊断类产品,2845066602,0.346724,1047470322.0,0.367173,1797596280.0,0.335825,0.631829
300760,2019-06-30,按产品分类,医学影像类产品,1973585666,0.240518,630656993.0,0.221066,1342928673.0,0.250885,0.680451
