SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,SECURITY_TYPE_CODE,EPSJB,BPS,PER_CAPITAL_RESERVE,PER_UNASSIGN_PROFIT,PER_NETCASH,TOTALOPERATEREVE,GROSS_PROFIT,PARENTNETPROFIT,DEDU_PARENT_PROFIT,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,DPNP_YOY_RATIO,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROE_DILUTED,JROA,GROSS_PROFIT_RATIO,NET_PROFIT_RATIO,SEASON_LABEL
000682.SZ,000682,东方电子,10005606,2005-06-30 00:00:00,058001001,0.004590865425,1.35,1.200890586102,-0.849176142191,-0.010494964227,146379157.94,44214764.65,4214194.08,3947702.8,33.0054026801,128.4738261482,270.0620613988,39.9747582806,148.1685284682,,0.3398659993,0.3343239566,30.205642163978,3.398110277447,二季度
000682.SZ,000682,东方电子,10005606,2005-03-31 00:00:00,058001001,0.001849898314,1.35,1.200758313913,-0.853767007616,-0.060554955926,104575396.12,40682941.95,1698117.85,1753907.54,14.8016143777,-44.6768571926,,-36.764464841,-54.8641771686,,0.1372490592,0.0416957571,38.902976665101,0.595177186119,一季度
000682.SZ,000682,东方电子,10005606,2004-12-31 00:00:00,058001001,0.004098514657,1.35,1.200674640474,-0.85561690593,0.086546146134,165374414.65,83684732.73,3762239.71,3885126.98,53.3482487497,20.0795258178,10.1902489179,13.4129234821,38.0233715837,49.6491520006,0.3047672389,0.6220415768,50.603192100248,5.61958472214,四季度
000682.SZ,000682,东方电子,10005606,2004-09-30 00:00:00,058001001,0.002969435256,1.34,1.200476839673,-0.859026705444,0.005393406476,145816199.4,45755395.04,2725799.02,2596157.03,65.7643349303,2.5787809781,-9.8619642743,32.4938781683,47.7800309117,143.3666542063,0.2213935937,0.2388797197,31.378814718991,2.386333942537,三季度
000682.SZ,000682,东方电子,10005606,2004-06-30 00:00:00,058001001,0.002009361642,1.34,1.200476839673,-0.8619961407,0.032886393876,110055046.63,25607123.95,1844497.53,1066767.77,36.2659893477,-3.4226190016,-39.6031448915,20.8171089215,-39.9079396874,,0.1500624432,0.186525248,23.267559947605,2.422713379936,二季度
000682.SZ,000682,东方电子,10005606,2004-03-31 00:00:00,058001001,0.00334380554,1.34,1.200387973175,-0.864005502342,-0.062367605059,91092269.64,36330588.79,3069452.97,2751397.51,20.1097610887,25.2309937289,,-15.5320364792,-2.0321708428,,0.2501793961,0.2182370742,39.883284205762,3.423736648923,一季度
000682.SZ,000682,东方电子,10005606,2003-12-31 00:00:00,058001001,0.003413166923,1.33,1.200281935288,-0.867349307883,0.054617838643,107842388.81,46904912.67,3133123.39,3525835.56,20.0208673581,101.6034934508,101.8879539292,22.5955821914,17.9074376511,22.4162822193,0.4336836263,0.3837283474,43.493948147457,5.262454293366,四季度
000682.SZ,000682,东方电子,10005606,2003-09-30 00:00:00,058001001,0.002894785089,0.239,0.107951537522,-0.870795877435,-0.022177462981,87965966.54,38668663.32,2657273.75,2880201.47,-14.0328669954,110.194271668,111.1042198012,8.9161272159,39.1341192908,63.0674601903,1.2166656084,0.185355059,43.95866360704,3.205617741627,三季度
000682.SZ,000682,东方电子,10005606,2003-06-30 00:00:00,058001001,0.002080571684,0.237,0.107939403446,-0.873309697036,0.027703157628,80764868.15,34875690.41,1909864.93,1766263.77,-24.8163048901,105.7931698218,,6.4925603039,-22.0791830305,,0.887046477,0.1593009205,43.181758614683,3.009830865427,二季度
000682.SZ,000682,东方电子,10005606,2003-03-31 00:00:00,058001001,0.002670110203,0.232,0.105563832839,-0.875390268719,-0.036862967091,75840854.91,32080635.58,2451032.99,2423849.65,-4.0855804593,108.2381706321,,-15.5945515681,101.2544080963,,1.1556399278,0.0816019416,42.299939284796,1.644885545502,一季度
000682.SZ,000682,东方电子,10005606,2002-12-31 00:00:00,058001001,-0.212858176736,0.23,0.10557175297,-0.878060378922,,89853032.38,-21199091.54,-195393588.2,-186754321.99,,,,-12.1886805852,-649.6010978498,-620.0055488454,-58.4464928449,-12.5377711865,-23.593073019891,-222.769173079743,四季度
000682.SZ,000682,东方电子,10005606,2002-09-30 00:00:00,058001001,-0.028396193302,0.5,0.10449678227,-0.60811601096,,102325113.64,31748530.66,-26066342.32,-25937900.38,,,,-4.7459579615,20.9332841711,,-5.53883923,-1.55169544,31.027114977558,-25.476405451857,三季度
000682.SZ,000682,东方电子,10005606,2002-06-30 00:00:00,058001001,-0.035914218776,0.527,0.10449678227,-0.579719817658,,107423382.2,,-32967528.81,,,,,35.8562131325,-10.80721017,,-6.5941441595,-1.9396087502,,-30.97000166878,二季度
000682.SZ,000682,东方电子,10005606,2002-03-31 00:00:00,058001001,-0.032411445718,0.5626,,,,79071379.75,,-29752151.29,0.0,,,,,,,-5.5997573938,-1.6727228803,,-37.626953499569,一季度
