股票代码,主营业务,产品类型,产品名称,经营范围
000682,调度及云化业务、输变电自动化业务、智能配用电业务、新能源及储能、综合能源及虚拟电厂、工业互联网及智能制造。,调度及云化业务、输变电自动化业务、智能配用电业务、综合能源及虚拟电厂、新能源及储能业务、工业互联网及智能制造,调度及云化业务、输变电自动化业务、智能配用电业务、综合能源及虚拟电厂、新能源及储能业务、工业互联网及智能制造,许可项目：发电业务、输电业务、供（配）电业务；供电业务；输电、供电、受电电力设施的安装、维修和试验；建设工程设计；建筑智能化系统设计；建设工程施工；建筑劳务分包；特种设备制造。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：输配电及控制设备制造；电工仪器仪表制造；电力设施器材制造；机械电气设备制造；智能控制系统集成；软件开发；网络与信息安全软件开发；数字技术服务；信息系统集成服务；信息技术咨询服务；物联网应用服务；配电开关控制设备研发；配电开关控制设备制造；电力行业高效节能技术研发；变压器、整流器和电感器制造；风电场相关系统研发；通信设备制造；供应用仪器仪表制造；高铁设备、配件制造；铁路运输辅助活动；工业机器人制造；智能无人飞行器制造；智能水务系统开发；水资源专用机械设备制造；泵及真空设备销售；制冷、空调设备制造；储能技术服务；节能管理服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；住房租赁；非居住房地产租赁；机械设备租赁；物业管理；技术进出口；货物进出口；进出口代理；对外承包工程。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。
