code,mkt,name,latest_report,latest_notice,q1_revenue_yi,q1_np_yi,q1_rev_yoy_pct,q1_np_yoy_pct,ann_report,ann_revenue_yi,ann_np_yi,ann_rev_yoy_pct,ann_np_yoy_pct,roe_pct,gross_margin_pct,debt_asset_pct,ocf_np_ratio,ocf_rev_ratio,roic_pct,eps,price,pct,turnover_rate,pe_ttm,mkt_cap_yi,time,r30_pct,r90_pct,avg30_amount_yi_est,cat
600406,SH,国电南瑞,2026一季报,2026-04-30 00:00:00,95.6424292153,7.2129197343,7.522465627317,6.042416850954,2025年报,662.2896322321,82.7897172332,14.525179185846,8.787323481758,16.26,25.83709383,42.7305696423,1.441476413803,0.192796346245,15.510115748384,1.04,22.51,-1.23,0.45,21.73,1807.95,20260708161450,-9.988803582853478,-15.082239323977651,16.0919506456,B/C
002028,SZ,思源电气,2026一季报,2026-04-25 00:00:00,45.6866386762,5.4995287075,41.595592307518,23.16986834821,2025年报,215.3903140533,31.5014266504,39.338439172515,53.735272885299,22.63,30.7747999649,47.0482666977,0.685429729739,0.103731615001,22.043699449097,4.04,156.84,-5.09,1.47,37.72,1227.39,20260708161424,-18.903826266804547,-29.73118279569892,24.067880851,C
600089,SH,特变电工,2026一季报,2026-04-30 00:00:00,249.6128468465,18.1452951469,6.750421354504,13.395220256747,2025年报,973.1807703024,59.5429495825,-0.600816118375,43.687328928891,8.7546,18.8023708851,55.6002375474,1.554850321659,0.095967943993,5.107692325007,1.161,20.05,-2.67,1.7,16.42,1013.08,20260708161443,-21.893260615504484,-32.85331547220361,31.145027857,C
601179,SH,中国西电,2026一季报,2026-04-28 00:00:00,55.239059435200005,3.4660077007,4.99334126784,17.53644677215,2025年报,238.1299898175,12.6967959614,6.878046268084,20.445536546794,5.64,22.7485658663,46.968574771,1.813314218229,0.115345248262,5.349025706214,0.25,13.27,-2.28,1.65,51.48,680.2,20260708161457,-17.710529579560962,-15.671072699542457,25.21534542226667,B/C
688676,SH,金盘科技,2026一季报,2026-04-24 00:00:00,15.227836943900002,1.1242559941,13.413878164326,4.833525871856,2025年报,72.9498663641,6.595387724,5.711280274295,14.817921516143,14.05,25.8529973007,57.8641191283,0.918759289959,0.082381593115,9.3790383928,1.44,77.35,-5.92,3.0,53.5,355.64,20260708161443,-19.49417152373023,-23.567948933310934,1613.554448563,A/C
300001,SZ,特锐德,2026一季报,2026-04-28 00:00:00,22.1593324371,0.7193277189,5.40906375072,11.046238059737,2025年报,157.8632320192,12.4306487645,2.678770176934,35.622986452063,15.68,27.3639885841,63.0250696821,1.777272022573,0.147902557393,9.932035662005,1.2,32.93,-4.16,1.93,27.8,347.52,20260708161454,-12.657153466659588,15.94253925779874,14.970307947333334,B/C
600312,SH,平高电气,2026一季报,2026-04-22 00:00:00,24.4994783013,4.148464791,-2.405206833424,15.750732467609,2025年报,125.1693178456,11.1983303096,0.929882884996,9.4472840188,10.28,23.9159696944,46.8123904408,0.659404367071,0.064765083158,10.145014546797,0.8253,16.55,-2.47,1.24,19.09,224.57,20260708161440,-20.65014143932492,-27.179126149513788,4.012209768933333,C
603530,SH,神马电力,2026一季报,2026-04-28 00:00:00,3.8090436925,0.9827458802,33.545658559898,44.074108795242,2025年报,17.206990654600002,4.3167732893,27.943375192041,38.92375986233,24.28,46.1765652577,31.8408516597,0.271547668418,0.068124040126,20.934692507001,1.02,49.14,-2.54,0.58,45.94,212.13,20260708161448,-12.74857954545454,-0.5061753391374824,1.881194536,B/C
000400,SZ,许继电气,2026一季报,2026-04-11 00:00:00,23.7775158279,1.1104623014,1.260555195613,-46.504418957072,2025年报,149.9190606624,11.6721000973,-12.272285773602,4.502079915038,9.94,23.3572080334,49.0306647393,2.035585442041,0.178121618637,9.40659787593,1.1531,20.2,-1.7,1.17,19.22,205.76,20260708161421,-21.79333307522553,-35.56413282720342,5.0789981809,C
002498,SZ,汉缆股份,2026一季报,2026-04-29 00:00:00,25.5172625376,1.6038736968,39.371546668973,12.171224196237,2025年报,104.0712322592,5.5345403224,12.391152123997,-15.519926329167,6.51,14.012489625,28.8347567286,1.135186477343,0.059768696052,5.193708464027,0.1664,5.98,-3.24,1.62,34.85,198.94,20260708161418,-32.276330690826725,-26.7156862745098,6.064169283,C
600550,SH,保变电气,2026一季报,2026-04-11 00:00:00,16.3518038271,0.59563649,10.564166490458,110.392812212108,2025年报,57.0819180438,1.9701657598,20.418176583589,104.536784411825,27.44,15.3442760798,88.4567841595,0.976567422118,0.03779347926,8.980029922611,0.107,10.7,-2.1,1.33,86.32,197.04,20260708161445,-20.20879940343028,-38.50574712643679,4.871122779,补充
002270,SZ,华明装备,2026一季报,2026-04-27 00:00:00,5.3027178647,1.6302654807,4.070896752411,-4.852560095809,2025年报,24.2679460012,7.097373602699999,4.503984166499,15.536192044577,22.04,54.489396329,39.0917281465,0.839367501858,0.248900934125,17.730396980249,0.79,18.2,-3.65,2.05,23.25,163.11,20260708161500,-21.75408426483234,-46.32851666175169,4.238510103666667,补充
