code,mkt,name,latest_report,latest_notice,q1_revenue_yi,q1_np_yi,q1_rev_yoy_pct,q1_np_yoy_pct,ann_report,ann_revenue_yi,ann_np_yi,ann_rev_yoy_pct,ann_np_yoy_pct,roe_pct,gross_margin_pct,debt_asset_pct,ocf_np_ratio,ocf_rev_ratio,roic_pct,eps,price,pct,turnover_rate,pe_ttm,mkt_cap_yi,time,r30_pct,r90_pct,avg30_amount_yi_est,cat
301291,SZ,明阳电气,2026一季报,2026-04-29 00:00:00,9.6242134625,0.2460670257999999,-26.2836318696,-78.080943306226,2025年报,69.0962656543,5.882907733300001,7.224526563407,-11.203920917592,12.12,21.1400378011,46.6573830411,0.162898525397,0.01386930228,11.753714958909,1.88,39.4,11.43,12.58,24.75,123.93,20260708161430,-31.573463007988888,-34.50797872340425,4.277018861,A
002922,SZ,伊戈尔,2026一季报,2026-04-29 00:00:00,12.755935966,0.6867390386,17.707449480459,63.52938593044,2025年报,52.63733523649999,2.0024192711,13.39570603551,-31.446346952794,5.9,17.7817469911,57.9428353905,2.979693304833,0.121685814544,4.187878150635,0.5,28.61,-8.18,6.98,53.28,120.9,20260708161436,-34.9654482633206,-38.14321542852201,9.437416151133334,A
300444,SZ,双杰电气,2026一季报,2026-04-24 00:00:00,5.5516233574000005,2.8148307096,-7.115383206255,29615.0124045733,2025年报,48.3476730771,1.854570211,39.228987693856,129.410773896821,10.78,15.1859456456,76.0846041709,0.027984285296,0.001088753318,6.302808141634,0.2322,10.98,-3.85,3.7,18.96,88.35,20260708161400,-25.458248472505097,-29.389067524115752,5.122384576333333,A
600973,SH,宝胜股份,2026一季报,2026-04-30 00:00:00,165.0873276324,0.4965588118,37.010737095995,119.254109669285,2025年报,479.5874757299,-0.4388844613,3.448447632095,85.363799387825,-1.25,4.2175549383,79.4378789157,,0.016928885296,2.020345753844,-0.03,6.3,0.48,1.41,-511.82,86.4,20260708161443,-12.256267409470755,-14.634146341463415,3.465290723333333,B
002350,SZ,北京科锐,2026一季报,2026-04-29 00:00:00,5.181634964200001,-0.2388976806,19.263477044848,-326.206318332187,2025年报,21.5158107508,0.5452201004,5.342424485511,39.055308904058,3.25,20.9997048577,40.9212746818,5.917657393418,0.168555503955,3.323885770911,0.1062,15.07,10.0,4.23,407.2,81.73,20260708161427,-2.886969970357012,48.50216791486008,2.781193404866667,A/B
300617,SZ,安靠智电,2026一季报,2026-04-29 00:00:00,2.1273240762,0.4891871383,30.613553673114,11.899466213046,2025年报,8.2724966724,0.7359603670999999,-23.758595980825,-59.862644169727,2.53,34.6772518854,25.6846548867,3.397217083884,0.293179050781,2.481241525237,0.4477,47.22,-7.08,4.42,99.3,78.25,20260708161445,-23.678681105543887,-18.162911611785105,5.233439527,A
603050,SH,科林电气,2026一季报,2026-04-29 00:00:00,8.6646612261,0.4238994840999999,-4.972549941318,-41.696513886015,2025年报,43.8785152697,2.5797590075,7.052481938828,45.060359503522,14.49,19.2972852321,62.0325799913,2.429723827501,0.142797234377,11.185419880342,0.64,19.19,-1.44,1.05,34.0,77.4,20260708161451,-17.956391620350576,-10.544471377960097,2.092371845,B
002452,SZ,长高电气,2026一季报,2026-04-30 00:00:00,2.958338224,0.5662034517,-12.755239366842,69.27317293696,2025年报,16.6502132203,3.426314214,-5.405079010797,35.908794465467,13.65,38.8203294023,27.4717207369,1.043246072207,0.215330769016,12.63572530637,0.5523,12.12,-6.98,8.44,20.55,75.18,20260708161442,1.6778523489932915,14.124293785310726,4.216532962,A/B
603861,SH,白云电器,2026一季报,2026-04-25 00:00:00,9.7402768343,0.3404341986,-0.19652471882,-7.094667703782,2025年报,49.2822050222,2.041803421,-1.144176253449,4.011946219343,5.51,19.2963003807,60.8218256902,-1.157854383119,-0.052719588735,4.300173758942,0.4,13.68,-10.0,8.87,36.68,73.94,20260708161437,-10.588235294117654,-24.544953116381684,4.501903507,A/B
000533,SZ,顺钠股份,2026一季报,2026-04-30 00:00:00,4.91965314,0.1691401448,1.125527941043,-13.279231200462,2025年报,22.3904104727,1.0194944812,-7.461153335252,8.396372888579,11.1,20.9931478511,60.9154855084,2.470933847654,0.156145991618,12.021105314974,0.1476,8.61,-2.93,2.51,59.86,59.48,20260708161442,-27.280405405405407,-25.647668393782386,3.1738150333333333,补充
301120,SZ,新特电气,2026一季报,2026-04-24 00:00:00,1.2619865915,-0.0187706285,43.136475433485,-120.540777805213,2025年报,4.2113607344,0.4302078904,11.701345232228,188.681423714921,2.82,22.5555412278,9.4128414596,-0.158357891563,-0.015564358205,2.522107132134,0.12,14.9,-4.49,3.3,173.71,55.6,20260708161454,-34.64912280701754,-34.02993004516072,4.358083461333334,A
603191,SH,望变电气,2026一季报,2026-04-30 00:00:00,8.8895248671,0.1228684114,13.030625176854,-15.238835700875,2025年报,39.1700827918,0.6924321973,16.870847851105,6.255896823521,2.83,11.4071412919,65.5808933088,3.115119282567,0.058674497844,2.013193164916,0.21,14.29,-3.77,1.9,70.34,47.15,20260708161454,-30.93281778637024,-41.21760592348828,2.608786692666667,补充
002112,SZ,三变科技,2026一季报,2026-04-28 00:00:00,5.1429960527,0.2106808475,91.170787533411,12.282966653635,2025年报,18.7333018726,0.1393495629,-13.960325512024,-88.46169122208,1.86,15.6411964502,66.0516990775,4.134754393263,0.030756789237,2.207317048374,0.05,15.12,-2.45,3.39,273.85,44.47,20260708161412,-18.00433839479394,-38.7358184764992,2.6031931473333336,A
301012,SZ,扬电科技,2026一季报,2026-04-28 00:00:00,3.8842049245,0.2055239467,18.691887053319,36.092648700167,2025年报,12.7904790818,0.3929248850999999,-4.070252442017,-44.14284122558,3.39,10.5038313108,23.6615954079,4.681137198983,0.148043304632,3.000786150935,0.1995,22.32,-3.13,2.32,98.25,43.96,20260708161409,-38.916256157635466,-24.899057873485862,2.465994229333333,补充
603097,SH,江苏华辰,2026一季报,2026-04-24 00:00:00,2.5053259889,0.0013044246,-13.33426168616,-99.368837059795,2025年报,22.564365384,0.703888752,42.728776746236,-23.163439360184,6.56,16.2256116912,65.0605964482,0.401298974677,0.012533569998,5.046510779488,0.44,16.85,-4.21,0.81,77.72,38.74,20260708161438,-20.51886792452829,-37.34429033577511,0.5235472750333333,补充
300062,SZ,中能电气,2026一季报,2026-04-25 00:00:00,2.3905331651,0.0280360143,11.251284175757,121.002761063093,2025年报,11.5710462855,-0.9345757353,0.835839954279,-20.549295122541,-7.71,18.6927356648,48.3012527456,,-0.018565684139,-4.143124336206,-0.17,5.32,-2.21,2.32,-43.35,33.51,20260708161442,-26.111111111111107,-40.82313681868743,1.002406533,补充
002879,SZ,长缆科技,2026一季报,2026-04-28 00:00:00,2.7454559709,0.0135502986,2.043900402538,-44.856738787159,2025年报,14.4037323157,1.3376442855,15.965418841719,79.112025493375,7.56,30.8958330088,27.9816981107,0.929777249532,0.096953809172,7.349530268329,0.78,12.98,-2.41,3.09,18.89,25.07,20260708161415,-20.02464571780653,-41.18979656562911,0.6755631923333334,A
300477,SZ,ST合纵,2026一季报,2026-04-29 00:00:00,2.8842237647,-0.3685414152,-15.175376573429,-15.769979254931,2025年报,16.6313547874,-8.9462786383,-37.236074412904,-41.723316449639,-157.77,-2.0285523339,120.9491304219,,0.08839537286,-43.374970577474,-0.8345,2.31,0.87,1.4,-2.75,24.76,20260708161442,-15.384615384615383,-25.0,0.653121724,B
