日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2023-09-30,0.5199,0.5125,0.5125,,3.6774,14.4587,0.5999,1.4111,1.975,,10.4175,52.9062,10.4439,61.3281,36.6563,45.5309,32.0329,51.9906,14.1377,10.4175,,14.9308,5.5428,139.086,,,769579503.1,13.98,13.51,426443353.66,21.2349,61.1731,-0.6641,1.3571,2.1183,127.4607,129.6145,2.0831,,0.326,828.2209,0.4979,542.2776,0.4385,3.9455,3.5051,141.3256,-8602.8278,0.1044,73.6858,5.1486,,35.7113,43.0446,6.5309,,46.0522,29.7119,439.8617,,26.3142,4472797598.75,0.3696,0.1202,1.1538,0.4568,71.7823,,,,110082381.47,,,,,,,,,,,,,,
2023-12-31,0.6144,0.61,0.61,0.56,3.7521,14.7417,0.6937,1.4111,2.0677,,12.1877,50.645,12.2801,49.4846,31.7176,47.7657,28.0785,109.7313,29.2455,21.7664,,17.1885,5.3479,153.8017,,,993217561.4,16.19,16.05,502473466.31,14.5746,51.3412,0.7203,1.5282,4.1201,87.3765,129.0369,2.7899,2.3913,0.4373,823.2335,0.6681,538.8415,0.5853,4.0288,3.5353,142.406,-5642.3199,0.0983,74.4267,4.8782,388.5951,34.3603,42.8294,6.1511,66.6612,45.6365,28.5769,453.3824,19.1528,25.5733,4518148178.69,0.317,0.1376,1.129,0.538,83.9477,,,,138450316.58,,,,47655280.19,15816290.53,207112612.57,,5801066.82,45002.18,,,4516615.42,3134900.0,13742720.39
2024-03-31,0.1438,0.1416,0.1416,,3.8964,15.3039,0.1712,1.4111,2.2094,,2.7685,51.0984,2.8098,53.2462,33.6829,47.6091,28.5614,14.3799,3.6906,2.7685,,14.3664,2.7107,151.6821,,,230568515.46,3.65,3.72,126368251.21,9.4007,6.9371,1.0875,4.8025,0.8231,109.3427,162.8959,0.5525,,0.0984,914.6341,0.1475,610.1695,0.1317,4.064,3.5297,154.5404,-4453.6563,0.0891,75.0148,4.5221,,33.307,41.0523,5.6855,,43.5271,28.1198,457.8223,,24.9852,4655131123.71,0.34,0.033,1.1905,0.1319,19.8879,,,,142596650.23,,,,,,,,,,,,,,
2024-06-30,0.3552,0.3509,0.3509,0.3284,3.5493,13.9226,0.5478,1.4111,1.8687,,7.3721,46.4671,7.2055,52.1099,32.0057,52.2433,28.4029,86.978,24.5056,18.051,,11.9742,7.0882,136.1249,,,520835785.24,9.94,8.77,294336263.83,23.2412,9.3663,-5.5445,-1.3839,1.7996,100.0222,113.0298,1.5925,1.3126,0.2537,709.4994,0.3876,464.3963,0.3426,4.2693,3.7052,165.3478,-3647.2737,0.1402,73.6605,6.9623,377.5552,35.758,43.612,8.6357,64.6263,47.7341,30.0696,435.0184,19.5099,26.3395,4318437161.09,0.438,0.1137,1.5421,0.4316,74.8568,,,,142113115.07,,,,71356419.66,19410700.76,204935778.72,,871692.67,1669687.24,,,3737578.13,2001000.0,15311940.39
2024-09-30,0.5566,0.551,0.551,,3.4694,13.6065,0.6148,1.4111,1.7987,,11.3166,48.5922,11.1767,54.3028,33.4837,50.1149,29.3653,55.6567,16.042,11.3166,,12.9004,6.8831,139.1482,,,825402929.68,15.97,14.63,472445899.41,16.7758,7.0514,-5.6562,-1.454,2.4734,109.1615,117.9297,2.2895,,0.3806,709.4062,0.5791,466.2407,0.5249,2.7835,2.4184,90.6652,-19523.5867,0.0489,70.5437,2.0474,,41.756,47.6569,2.8205,,49.04,36.2115,377.6154,,29.4563,4407762247.34,0.3244,0.125,1.1047,0.4244,53.201,,,,154157226.63,,,,,,,,,,,,,,
2024-12-31,0.6915,0.69,0.69,0.65,3.5497,13.9307,0.9923,1.4111,1.8772,,13.9036,47.476,13.81,46.5597,29.9862,51.1979,26.6894,123.5734,34.8122,24.8446,,14.6818,6.533,151.7251,0.081,,1102489541.29,19.4,18.74,581823828.12,18.4111,12.5528,-5.3935,-1.338,4.9794,72.2979,113.4037,3.1745,2.6898,0.5174,695.7866,0.7743,464.9361,0.7097,3.0384,2.6519,117.0392,-5673.644,0.1089,71.3675,4.9415,369.3484,40.1199,42.4147,6.4756,63.8476,45.3514,38.1139,354.9414,19.3225,28.6325,4457694231.04,0.383,0.1995,1.435,0.6968,89.6295,,,,27192284.63,,,,41757659.48,22886454.14,209078104.9,,534874.57,1719247.86,,,48745087.57,4169452.9,16871940.39
2025-03-31,0.195,0.1912,0.1912,,3.7626,14.7273,0.0686,1.4111,2.0684,,3.8814,53.8531,3.9007,67.4863,37.0874,44.7944,34.2966,19.4986,5.1822,3.8814,,13.2176,7.1598,134.4213,,,274397159.45,5.12,5.26,158129563.94,12.9214,35.5964,-3.4325,-3.284,0.782,115.0895,160.1423,0.562,,0.1137,791.5567,0.1677,536.6726,0.1555,3.6198,3.113,136.121,-2270.3272,0.0994,74.8996,4.8925,,33.512,40.0885,6.1316,,42.7071,31.6181,408.0389,,25.1004,4502256571.98,0.1206,0.0137,0.3517,0.0544,7.2648,,,,27092385.46,,,,,,,,,,,,,,
2025-06-30,0.4171,0.4118,0.4118,0.4038,3.5617,13.9237,0.3545,1.4111,2.0713,,8.2081,54.2315,8.2965,65.7016,36.8219,44.5076,33.342,99.2567,27.868,19.5304,,12.3553,0.6448,142.011,0.5203,,608092351.72,11.65,10.87,361321755.19,0.0375,17.4334,0.3485,5.4726,1.614,111.5242,149.6633,1.2027,1.3016,0.2488,723.4727,0.3664,491.2664,0.3519,2.9065,2.4888,118.7617,-1614.8855,0.1007,70.0819,4.5059,370.4834,42.6902,42.6453,6.041,62.5569,45.3872,39.9076,345.8138,18.9163,29.9181,4554768953.72,0.2834,0.0698,0.8499,0.2332,29.7344,,,,18925849.07,,,,44149319.44,28608052.99,188666196.06,,559216.54,1702443.94,,,48974007.29,3901972.24,16916205.02
2025-09-30,0.6586,0.6422,0.6422,,3.5753,13.9695,0.4019,1.2927,2.1084,,12.9582,54.2006,13.0982,63.3012,36.8235,44.5605,32.5147,65.8598,18.4209,12.9582,,13.5544,0.1218,144.2592,,,983927112.91,18.3,17.9,566364043.99,6.8708,18.3323,3.0505,3.3413,2.3019,117.2944,132.01,2.0453,,0.4028,670.3078,0.586,460.7509,0.5686,3.432,2.9923,110.4381,-2895.5151,0.151,70.3452,7.4697,,42.156,38.7761,9.5994,,42.8936,39.5417,350.0479,,29.6548,4555037571.08,0.1984,0.0791,0.6102,0.2666,38.8611,,,,18842795.68,,,,,,,,,,,,,,
2025-12-31,0.803,0.79,0.79,0.74,3.5397,13.8272,0.674,1.3182,2.0521,,13.8165,53.1697,14.8896,55.385,34.3772,45.5106,29.6534,139.4685,39.4012,23.9986,,16.2769,0.2122,152.1222,,,1290319155.0,22.59,22.04,670645920.74,4.504,16.1099,-0.282,16.8416,4.6508,77.406,125.5975,2.8663,2.5845,0.5021,716.9886,0.7718,466.4421,0.7639,3.0285,2.6705,119.555,-3151.4711,0.1791,60.9083,7.54,312.0575,64.1813,54.263,11.0157,65.7174,60.9805,46.4554,342.9664,19.5183,39.0917,5208442684.19,0.2489,0.116,0.8394,0.2967,55.8761,,,,21140812.49,,,,76611322.4,14249799.05,62580419.69,,626800.82,75001.0,,,10360000.0,7000000.0,26102185.0
2026-03-31,0.183,0.1825,0.1825,,3.5143,13.7358,0.1031,1.3377,2.0241,,3.2705,51.9424,3.2081,53.4873,31.4143,46.7535,30.9213,18.2952,5.2059,3.2705,,18.8567,11.7726,145.1282,1.162,,275435729.98,5.22,5.07,143098725.96,4.0709,-6.1714,-6.6002,11.3569,0.7798,115.4142,149.1054,0.6036,,0.1038,867.052,0.1681,535.3956,0.1678,2.3056,1.9754,76.8412,4273.7188,0.2286,62.8216,7.8334,,59.181,55.8966,11.0868,,62.8665,54.2438,284.588,,37.1784,5013571873.28,0.1742,0.0184,0.5633,0.0496,7.0202,,,,20966915.54,,,,,,,,,,,,,,
